Játékos;Poszt;Státusz;Szül. év.;Mag.;Töm.;Csapat
Aleksandar RADENKOVIĆ;C;Légiós;1975;204;105;Kecskemét
Miroslav RADENKOVIĆ;FC;Légiós;1983;204;106;Nyíregyháza
Ivica RADIĆ;FC;Légiós;1990;208;104;ZTE KK
RADICS Gerzson;GF;Hazai;2002;193;92;Atomerőmű SE
RADNÓTI Miklós;SF;Hazai;1978;198;93;Dombóvár, Falco KC Szombathely, Matáv Pécs, Pécsi VSK
RADÓ Ádám;FC;Hazai;2005;204;100;Budapesti Honvéd, Pécsi VSK
Gorjan RADONJIĆ;SF;Légiós;1981;201;90;Kecskemét
Siniša RADONJIĆ;C;Honosított;1963;207;93;Alba Fehérvár, Szolnoki Olajbányász
Željko RADONJIĆ;C;Légiós;1967;204;106;Debreceni KK
Marko RADOVANOVIĆ;FC;Légiós;1996;208;109;Szolnoki Olajbányász
Milan RADOVANOVIĆ;G;Légiós;1976;197;94;Kecskemét
Velibor RADOVIĆ;F;Légiós;1972;202;104;Alba Fehérvár
RADOVICS József;SG;Hazai;1965;186;87;Atomerőmű SE, Budapesti Honvéd, Csepel, Kecskemét, Sopron KC
RADOVICS Richárd;SF;Hazai;1987;198;;MAFC
Aleksandar RADUKIĆ;FC;Légiós;1991;208;102;Jászberény
Aleksandar RADULOVIĆ;C;Légiós;1984;208;105;Sopron KC
Nik RAIVIO;SG;Légiós;1986;193;93;Jászberény, Kaposvári KK
RAJKÓ Arnold;G;Hazai;1977;187;76;Kaposvári KK, Videoton
RAJKÓ Zsolt;SG;Hazai;1971;192;80;Alba Fehérvár, Atomerőmű SE, Videoton
RAJMON Viktor;GF;Hazai;1966;192;84;MAFC, ZTE KK
Miljan RAKIĆ;G;Honosított;1986;195;90;Falco KC Szombathely, Jászberény, Kecskemét, Szolnoki Olajbányász
Petar RAKIĆEVIĆ;SF;Légiós;1995;204;100;Kecskemét, ZTE KK
Gligorije RAKOČEVIĆ;C;Légiós;1995;211;116;Alba Fehérvár
Žarko RAKOČEVIĆ;C;Légiós;1984;206;113;Atomerőmű SE, Körmend
RAKOLCZAI Sándor;GF;Hazai;1967;193;85;Sopron KC
Adam RAMSTEDT;PF;Légiós;1995;206;102;Debreceni EAC
Damir RANČIĆ;GF;Légiós;1983;198;98;Sopron KC
Brandon RANDOLPH;G;Légiós;1995;188;86;Oroszlány
Vladimir RAŠIĆ;C;Légiós;1976;206;105;Soproni MAFC
RÁSKI Miklós;G;Hazai;1955;181;68;Kandó MFSC
RÁTGÉBER Tamás;SG;Hazai;2003;190;81;NKA Pécs
RÁTVAY Balázs;PF;Hazai;2000;198;98;Pécsi VSK
RÁTVAY Tamás;GF;Hazai;1996;192;86;Pécsi VSK, Sopron KC
RÁTVAY Tamás;FC;Hazai;1968;202;85;Atomerőmű SE, Bajai SK, Hódmezővásárhely, Szegedi EOL, Videoton
RAVASZ Márk;GF;Hazai;2004;195;80;Pécsi VSK
Darecko RAWLINS;GF;Légiós;1973;196;84;Sopron KC, Szedeák
Keegan RECORDS;C;Légiós;2000;208;113;Szedeák
RECSKA László;PF;Hazai;1953;197;95;Budapesti Honvéd
RECSKA Pál;GF;Hazai;1957;192;83;Sopron KC
Juvonte REDDIC;C;Légiós;1992;206;113;Falco KC Szombathely
RÉDEI Péter;SG;Hazai;2002;190;81;Budapesti Honvéd
Damon REED;C;Légiós;1978;208;104;ZTE KK
LaMarcus REED;GF;Légiós;1988;196;91;Jászberény
Robert REED;C;Légiós;1980;208;108;Falco KC Szombathely
Andre REID;C;Légiós;1971;213;118;Atomerőmű SE
REISINGER Béla;FC;Hazai;1956;200;84;Tungsram
REISZ Ferenc;F;Hazai;1954;194;85;Hódmezővásárhely, Szegedi EOL
REIZER Ferenc;SG;Hazai;1969;190;75;Budapesti Honvéd
REIZINGER Máté;GF;Hazai;2004;194;80;Budapesti Honvéd
RÉKASI Bojta;PF;Hazai;2001;196;96;Jászberény
Marcus RELPHORDE;PF;Légiós;1988;201;100;Falco KC Szombathely
Patrick REMBERT;PG;Légiós;1990;183;84;Nyíregyháza
RÉPÁSI Richárd;G;Hazai;1996;183;76;Jászberény
RÉTHÁTI Zsolt;SG;Hazai;1971;192;85;Bajai Honvéd, Bajai SK, Dombóvár
RÉTI András;PF;Hazai;1986;203;100;Körmend
RÉTI Norbert;PG;Hazai;1975;185;;ZTE KK
RÉVÉSZ Ádám;C;Hazai;1995;200;108;Atomerőmű SE, Kaposvári KK, Kecskemét, Szedeák, Szolnoki Olajbányász, ZTE KK
REZÁK Tamás;PG;Hazai;1986;180;85;Szolnoki Olajbányász
RIBARICS Antal;FC;Hazai;;;;Pécsi VSK
Darius RICE;F;Légiós;1982;208;101;Szolnoki Olajbányász
Ryan RICHARDS;C;Légiós;1991;211;120;Körmend
Donta RICHARDSON;G;Légiós;1981;188;80;Pécsi VSK, Sopron KC
RICHTER Lajos;GF;Hazai;1957;190;75;Pécsi EAC, Pécsi VSK
Marvin RICKS;PG;Légiós;1969;183;80;Atomerőmű SE, Nyíregyháza
Kyle RIDDLEY;G;Légiós;1996;194;91;Oroszlány
Zvonimir RIDL;F;Légiós;1972;204;102;Atomerőmű SE, Debreceni KK
Marko RIKALO;PG;Légiós;1994;185;78;TF-Budapest
Sean RILEY;C;Légiós;1977;212;118;Dombóvár, Körmend, Nyíregyháza
RISKÓ Dávid;PF;Hazai;1998;196;91;Pécsi VSK
Demetre RIVERS;F;Légiós;1995;203;91;Kaposvári KK, Sopron KC
Ramo RIZVIĆ;F;Légiós;1987;203;95;Oroszlány
John ROBERSON;PG;Légiós;1988;180;76;Atomerőmű SE
Tyler ROBERSON;FC;Légiós;1994;203;103;Szedeák
Anthony ROBERTS;G;Légiós;2000;193;86;Alba Fehérvár
Donald ROBINSON;SG;Légiós;1989;193;90;Atomerőmű SE
Justin ROBINSON;G;Légiós;1987;188;86;Atomerőmű SE, Falco KC Szombathely
Chris RODGERS;G;Légiós;1984;193;93;Körmend, Salgótarjáni KSE
Roko ROGIĆ;PG;Légiós;1992;188;83;Szolnoki Olajbányász
ROMANEK Péter;SG;Hazai;1991;189;82;Kaposvári KK
RONKAY László;SF;Hazai;1974;194;;Debreceni KK
ROSICS Uros;SG;Hazai;2000;197;91;Kaposvári KK
Wojciech ROSIŃSKI;F;Légiós;1955;198;95;Videoton
Ronnie ROSS;PG;Légiós;1979;185;86;Kecskemét, Pécsi VSK, Szolnoki Olajbányász
Ntean ROUSSOS;C;Légiós;1979;207;;Egri Fekete Sasok
Justin ROWE;C;Légiós;1979;213;107;MAFC
Andrew ROWSEY;PG;Légiós;1994;180;82;Szolnoki Olajbányász
Jan ROZMAN;SG;Légiós;1985;193;;Nyíregyháza
RÓZSÁS Gábor;F;Hazai;1954;196;86;ZTE KK
Leszek ROZWADOWSKI;C;Légiós;1957;208;106;Bajai SK, Sopron KC
Janou RUBIN;SG;Légiós;1982;191;94;Falco KC Szombathely, Sopron KC, Szedeák
Guy RUCKER;C;Légiós;1977;206;122;Debreceni KK
RUDNER Gábor;SF;Hazai;1998;198;93;Szolnoki Olajbányász
Uldis RUDZĪTIS;PG;Légiós;1978;192;;Dombóvár
RUJÁK András;G;Hazai;1988;189;85;Atomerőmű SE, Körmend, NTE Hegyvidék, Oroszlány, Pécsi VSK, Sopron KC
RUJÁK Bence;PG;Hazai;1995;195;85;Jászberény, Sopron KC
Cameron RUNDLES;G;Légiós;1988;188;86;Falco KC Szombathely
Brandon RUSH;SG;Légiós;2001;190;88;Budapesti Honvéd
RUSZNÁK Zsolt;FC;Hazai;1983;208;92;Szolnoki Olajbányász
RUSZNYÁK István;;Hazai;1951;;;MAFC
RUTKAI Péter;GF;Hazai;1979;192;83;Atomerőmű SE
RUZSINSZKY Gábor;C;Hazai;1975;202;;Budapesti Honvéd, Csepel
Donatas SABALIAUSKAS;F;Légiós;1975;200;100;Szolnoki Olajbányász
Devon SADDLER;PG;Légiós;1991;188;95;Jászberény, Körmend
Justin SAFFORD;PF;Légiós;1987;203;104;ZTE KK
SÁFRÁNY Csaba;G;Hazai;1952;180;70;Videoton
SÁGI Péter;PG;Hazai;1981;182;75;Matáv Pécs, Pécsi VSK
SÁGODI Róbert;G;Hazai;2004;182;72;Debreceni EAC
SAJNI Balázs;FC;Hazai;1976;204;98;Alba Fehérvár, MAFC, Matáv Pécs, Sopron KC
SAJNI József;;Hazai;1942;;;Videoton
Brooks SALES;C;Légiós;1980;208;109;Atomerőmű SE
SALGÓ András;FC;Hazai;1951;197;90;MAFC
SALLAY Gábor;C;Hazai;1981;201;106;Dombóvár, Falco KC Szombathely, Sopron KC
Laurynas SAMĖNAS;SG;Légiós;1988;192;82;Atomerőmű SE
SAMU Balázs;C;Hazai;1987;216;93;Körmend
Casey SANDERS;FC;Légiós;1979;210;107;Kaposvári KK
Marco SANDERS;PF;Légiós;1979;201;105;Dombóvár, Kaposvári KK
SÁNDOR Gábor;G;Hazai;1961;185;80;Oroszlány, Vasas
SAPSZON József;;Hazai;;;;Testnevelési Főiskola
Giorgi SARABIDZE;C;Légiós;1990;208;108;Körmend
Andrija ŠARENAC;SG;Légiós;1995;193;85;TF-Budapest
Robert SARGEANT;FC;Légiós;1979;198;100;Dombóvár
SÁRI Máté;PG;Hazai;1990;181;76;Salgótarjáni KSE
Dragiša ŠARIĆ;F;Légiós;1961;202;;Budapesti Honvéd
Marino ŠARLIJA;C;Légiós;1989;208;109;Pécsi VSK
SÁROSI Rezső;GF;Hazai;1956;193;75;Tungsram
SÁROSSY György;GF;Hazai;1964;192;75;Sopron KC
Damian SAUNDERS;F;Légiós;1988;203;98;Factum Sport Debrecen
Brane SAVIĆ;PG;Honosított;1979;180;78;Debreceni Egyetem, Jászberény, Nyíregyháza
Stefan SAVIĆ;F;Légiós;1995;200;96;Körmend
Milan ŠĆEKIĆ;C;Légiós;1977;208;;Szedeák
Aleksandar ŠĆEPANOVIĆ;SG;Légiós;1982;196;;Salgótarjáni KSE
Mike SCHACHTNER;PF;Légiós;1986;206;98;Factum Sport Debrecen
SCHAUB Gábor;G;Hazai;1962;187;87;Pécsi VSK
SCHEID Sándor;G;Hazai;1959;180;68;Pécsi EAC
SCHERER Bálint;SF;Hazai;2001;198;90;NKA Pécs, ZTE KK
SCHLETT Ferenc;GF;Hazai;1960;191;;Alba Fehérvár
SCHMERA Gergely;PF;Hazai;2004;198;94;Körmend
SCHÖLL Richárd;C;Hazai;2002;203;106;Kecskemét, Sopron KC
SCHWAJDA Péter;GF;Hazai;1962;195;85;Tungsram, Volán SC
Durand SCOTT;GF;Légiós;1990;196;92;Szedeák
George SCOTT;GF;Légiós;1974;193;91;Körmend
Mike SCOTT;PG;Légiós;1993;183;82;Debreceni EAC
Mike SCOTT;F;Légiós;1986;201;86;Körmend
Seth SCOTT;FC;Légiós;1981;208;109;Nyíregyháza
LeVar SEALS;G;Légiós;1982;196;82;Körmend
Devin SEARCY;C;Légiós;1989;208;103;Falco KC Szombathely
SEBESTYÉN Tibor;G;Hazai;1963;180;70;Csepel, Oroszlány
SEBŐK András;PG;Hazai;2003;185;80;Szolnoki Olajbányász
SEBŐK Tamás;SF;Hazai;1977;191;90;Budapesti Honvéd, Salgótarjáni KSE
Craig SEDMAK;PF;Légiós;1971;203;105;ZTE KK
Sead ŠEHOVIĆ;SF;Légiós;1989;196;95;Szolnoki Olajbányász
Ismet SEJFIĆ;C;Légiós;1993;208;125;Jászberény, Oroszlány, Pécsi VSK
Srećko SEKULOVIĆ;FC;Légiós;1962;203;;Debreceni KK
SEMSEY Richárd;FC;Hazai;1961;203;91;Budapesti Honvéd, Tungsram
SENÁNSZKY Zsolt;FC;Hazai;1969;201;115;Debreceni KK, Nyíregyháza
Kaha SENGELIA;C;Légiós;1972;208;130;Falco KC Szombathely
Ilari SEPPÄLÄ;PG;Légiós;1993;190;85;Kecskemét
SÉRA Dénes;F;Hazai;1974;198;;Pécsi VSK
SERES Ernő;;Hazai;1954;;;Tungsram
SERONY Péter;;Hazai;1955;;;Volán SC
SÉRTŐ Ádám;FC;Hazai;1995;200;100;Pécsi VSK
Eman ŠERTOVIĆ;SG;Légiós;1999;195;88;Oroszlány
SEYI AWOGBEMI Sodiq;FC;Hazai;2003;205;90;Alba Fehérvár
Kevin SHAND;C;Légiós;1974;208;127;Dombóvár
Robert SHANNON;F;Légiós;1971;202;80;Alba Fehérvár
Matt SHAW;FC;Légiós;1988;203;109;Körmend
Winston SHEPARD;F;Légiós;1993;203;98;Alba Fehérvár, Atomerőmű SE
Kasey SHEPHERD;G;Légiós;1994;190;81;Kaposvári KK
Garrick SHERMAN;C;Légiós;1990;211;116;Jászberény
Taz SHERMAN;G;Légiós;1999;193;86;Budapesti Honvéd, Sopron KC
Tavarius SHINE;GF;Légiós;1994;198;91;Sopron KC
SHIRIAN Ali Akbar;SF;Hazai;1963;192;90;Debreceni KK
Amadou SIDIBÉ;FC;Légiós;1994;203;102;Sopron KC
Jakob SIGURÐARSON;PG;Légiós;1982;192;82;Kecskemét
Robbie SIHOTA;PF;Légiós;1987;198;102;MAFC
SIKLÓS Olivér;GF;Hazai;1997;191;80;MAFC
Nikola SILAĐI;FC;Légiós;1992;208;102;Atomerőmű SE, MAFC
Mihail SILANTYEV;C;Légiós;1953;215;100;Dombóvár
SIMÁNDI Árpád;G;Hazai;1982;188;80;Szedeák
Haashim SIMMONS;GF;Légiós;1975;196;;ZTE KK
Rayshawn SIMMONS;PG;Légiós;1993;193;84;ZTE KK
Zachary SIMMONS;C;Légiós;1999;205;108;Budapesti Honvéd
Kenny SIMMS;C;Légiós;1986;203;111;Kaposvári KK
Dyricus SIMMS-EDWARDS;G;Légiós;1991;191;91;Nyíregyháza
SIMÓ Bence;G;Hazai;2002;183;83;ZTE KK
SIMON Balázs;PG;Hazai;1980;187;82;Alba Fehérvár, Kaposvári KK, Pécsi VSK, Szolnoki Olajbányász, ZTE KK
SIMON Bence;G;Hazai;1991;183;82;Falco KC Szombathely
SIMON Benedek;SG;Hazai;2004;194;83;Kaposvári KK
SIMON Dávid;PF;Hazai;2005;200;94;Alba Fehérvár
SIMON Gábor;FC;Hazai;1964;200;90;MAFC, Szegedi EOL
SIMON Károly;;Hazai;;;;Csepel
SIMON Kristóf;G;Hazai;1994;187;86;Budapesti Honvéd, Falco KC Szombathely, Pécsi VSK, ZTE KK
SIMON László;G;Hazai;1986;194;85;Falco KC Szombathely, ZTE KK
SIMON László;G;Hazai;1961;187;70;Körmend
SIMON Nándor;G;Hazai;1981;193;91;Debreceni KK, Dombóvár, NTE Hegyvidék, Nyíregyháza
SIMON Sándor;G;Hazai;1967;184;80;MAFC, Tungsram
Ben SIMONS;PF;Légiós;1991;203;93;Körmend
Teo SIMOVIĆ;C;Légiós;1984;206;113;ZTE KK
Patrick SIMPSON;PF;Légiós;1983;206;109;Kecskemét
Trevis SIMPSON;SG;Légiós;1991;193;84;Alba Fehérvár
Vincent SIMPSON;PG;Légiós;1988;185;77;Körmend
Mihai SINEVICI;PG;Légiós;1969;185;;Atomerőmű SE, Bajai Honvéd
Chris SINGLETARY;G;Légiós;1988;193;100;Factum Sport Debrecen
Marko ŠINIK;PG;Légiós;1998;190;91;Kecskemét
Stefan SINOVEC;GF;Légiós;1988;195;88;Kaposvári KK
SIPEKI Csaba;GF;Hazai;1961;192;92;Egri TANÉP, Hódmezővásárhely, Szegedi EOL
SIPEKI József;F;Hazai;1956;195;94;MAFC
SIPOS Ádám;PF;Hazai;1991;194;105;Körmend
SIPOS Tamás;SF;Hazai;1971;196;84;Pécsi VSK, ZTE KK
SIPOS Tibor;GF;Hazai;1963;191;89;Körmend
Ivan SIRIŠČEVIĆ;SF;Légiós;1987;198;89;Kecskemét
Gytis SIRUTAVIČIUS;GF;Légiós;1983;195;90;Salgótarjáni KSE
SISKA János;G;Hazai;1976;189;82;Atomerőmű SE, Nyíregyháza
SITKU Ernő;FC;Hazai;1972;208;110;Atomerőmű SE, Budapesti Honvéd, Debreceni KK, Nyíregyháza, Szolnoki Olajbányász
SITKU Márton;PF;Hazai;2000;205;100;Sopron KC, ZTE KK
Jaroslav SKÁLA;C;Légiós;1954;213;98;Csepel
Brady SKEENS;FC;Légiós;1995;202;103;Szolnoki Olajbányász
SKOBRICS Zoltán;G;Hazai;1959;187;83;Alba Fehérvár, Sopron KC
SKORCOV Gergő;C;Hazai;1996;203;105;Nyíregyháza
Davorin ŠKORNIK;C;Légiós;1981;210;105;Debreceni KK
Slobodan ŠLJIVANČANIN;C;Légiós;1972;209;125;Kaposvári KK
Zbigniew SŁOMIŃSKI;C;Légiós;1950;207;;ZTE KK
Johnelle SLONE;SF;Légiós;1973;198;;Kaposvári KK
Danilo ŠMIGIČ;G;Légiós;1984;193;81;MAFC
Dragan SMILJANIĆ;C;Légiós;1970;209;107;Dombóvár
Andrew SMITH;FC;Légiós;1992;206;100;Alba Fehérvár
Chris SMITH;GF;Légiós;1994;193;95;Pécsi VSK
Deville SMITH;PG;Légiós;1991;183;79;MAFC
Jamari SMITH;PF;Légiós;2000;203;102;Atomerőmű SE
Kevin SMITH;SF;Légiós;1989;196;91;Alba Fehérvár, Factum Sport Debrecen
Lenzelle SMITH;GF;Légiós;1991;196;96;Alba Fehérvár, Körmend
Mitchell SMITH;C;Légiós;1997;208;100;ZTE KK
Nigel SMITH;C;Légiós;1979;208;130;Falco KC Szombathely
Speedy SMITH;PG;Légiós;1993;191;82;Szolnoki Olajbányász
Wayne SMITH;F;Légiós;1978;201;100;Atomerőmű SE
Ryszard SMOLNICKI;G;Légiós;1952;191;;Szolnoki Olajbányász
Daniel SOARES;SG;Légiós;1978;191;;Szolnoki Olajbányász
Aleksandar SOKOLOVIĆ;PG;Légiós;1993;194;87;Budapesti Honvéd
Andry SOLA;SF;Légiós;1978;201;97;Dombóvár, Körmend
Gelvis SOLANO;PG;Légiós;1994;185;82;Szolnoki Olajbányász
SOLTI József;G;Hazai;1957;184;76;Pécsi VSK
SOLYMOSI Tamás;FC;Hazai;1969;202;94;Csepel
SÖMENEK Martin;FC;Hazai;1993;203;99;Atomerőmű SE, Körmend
Marcellus SOMMERVILLE;SF;Légiós;1982;201;102;Atomerőmű SE
SOMODI Csaba;SF;Hazai;1983;195;75;Atomerőmű SE
SOMOGYFOKI Péter;G;Hazai;1997;195;95;Alba Fehérvár
SOMOGYFOKI Szabolcs;FC;Hazai;1992;201;110;Alba Fehérvár, Pécsi VSK
SOMOGYI Ádám;PG;Hazai;2000;195;90;Alba Fehérvár, Debreceni EAC, Falco KC Szombathely, Szolnoki Olajbányász
SOMOGYI Gergely;C;Hazai;1989;221;113;Alba Fehérvár, Szolnoki Olajbányász
SOMOGYI György;C;Hazai;1961;207;85;MAFC, Tungsram
SOMOGYI László;PF;Hazai;1958;200;92;Budapest SE, Csepel
SONYÁK Béla;GF;Hazai;1989;195;87;Jászberény, Körmend, Szolnoki Olajbányász
SOÓS Gábor;SF;Hazai;1985;200;96;Alba Fehérvár, Jászberény, Kaposvári KK, Kecskemét, Szolnoki Olajbányász
SOÓS Imre;GF;Hazai;1963;192;71;Videoton
SOÓS Tamás;C;Hazai;1964;205;101;Pécsi VSK
SORMAZ Bojan;PG;Hazai;1986;187;81;Jászberény
SÖVEGJÁRTÓ Ábel;F;Hazai;2002;198;92;Atomerőmű SE, Falco KC Szombathely, Oroszlány
Carlton SPENCER;G;Légiós;1983;188;88;Dombóvár
Marko ŠPICA;C;Légiós;1986;205;113;Kaposvári KK, Sopron KC
Jermaine SPIVEY;PG;Légiós;1972;190;;Alba Fehérvár, Dombóvár, Pécsi VSK
Tristan SPURLOCK;SF;Légiós;1991;203;104;Alba Fehérvár
Brian STAFFORD;SG;Légiós;1990;193;85;Factum Sport Debrecen, Falco KC Szombathely
STÁJER Csaba;GF;Hazai;1966;190;68;Budapest SE
Marko STAJKOVSKI;SG;Légiós;1996;201;88;Szolnoki Olajbányász
Aleksander STAKIĆ;G;Légiós;1982;195;93;Nyíregyháza
Svetozar STAMENKOVIĆ;FC;Légiós;1990;206;103;Jászberény
Đurica STAN;FC;Honosított;1963;206;107;Atomerőmű SE, Falco KC Szombathely, Hódmezővásárhely, Sopron KC, Szolnoki Olajbányász
Boro STANIŠIĆ;PF;Légiós;1970;205;105;Sopron KC
Ryszard STANKIEWICZ;FC;Légiós;1956;203;94;Atomerőmű SE, Kecskemét
STÁRICS Kornél;SG;Hazai;1988;188;90;ZTE KK
Jonathan STARK;PG;Légiós;1995;183;82;Alba Fehérvár
Milić STAROVLAH;SF;Légiós;1998;200;89;Alba Fehérvár, Szedeák
Juwan STATEN;PG;Légiós;1992;185;86;Jászberény
Baylee STEELE;C;Légiós;1997;211;109;Alba Fehérvár
STEIER Bence;F;Hazai;1998;196;90;Vasas
STEIER József;GF;Hazai;1950;193;80;Csepel
STEKLER Simon;SF;Hazai;1992;194;75;Factum Sport Debrecen
Greg STEPHENS;G;Légiós;1974;191;;Falco KC Szombathely
STERBENZ László;GF;Hazai;1964;192;74;Sopron KC
STERBENZ Tamás;SF;Hazai;1968;198;;Körmend, Sopron KC
STETTNER Zsolt;SF;Hazai;1972;200;82;Kaposvári KK
Greg STEVENSON;F;Légiós;1980;198;100;Atomerőmű SE
Shamiel STEVENSON;SF;Légiós;1998;198;111;Oroszlány
Brian STEWART;FC;Légiós;1979;208;113;Szolnoki Olajbányász
Demaija STEWART;F;Légiós;1979;198;;Dombóvár
Scott STEWART;PG;Légiós;1971;183;76;Atomerőmű SE
STICKEL Péter;PG;Hazai;1958;178;67;Kaposvári Honvéd Táncsics, Kaposvári KK
Boško STOJAKOVIĆ;SF;Légiós;1984;197;87;Nyíregyháza
Kamau STOKES;PG;Légiós;1995;183;77;Körmend
Kip STONE;SG;Légiós;1972;193;;Szolnoki Olajbányász
Marián STOPKA;SF;Légiós;1960;195;;Videoton
STORK Dávid;SF;Hazai;1993;195;85;Salgótarjáni KSE
STREBÓ Zoltán;GF;Hazai;1961;192;88;Kaposvári Honvéd Táncsics, Vasas
STRETEA Máté;G;Légiós;1990;190;;Factum Sport Debrecen
Nejc STRNAD;PG;Légiós;1983;186;83;Kaposvári KK, Sopron KC
Derrick STROUD;PF;Légiós;1975;202;;Szolnoki Olajbányász
Igor STRUGER;C;Légiós;2001;203;102;Sopron KC
Tanner STUCKMAN;PF;Légiós;1997;206;95;Alba Fehérvár
Gintaras STULGA;C;Légiós;1973;210;115;Alba Fehérvár, Egri Fekete Sasok
Tauras STUMBRYS;G;Légiós;1970;192;90;Atomerőmű SE
Dalibor STUPAR;GF;Légiós;1979;196;;Szolnoki Olajbányász
Manny SUAREZ;C;Légiós;1993;208;113;Nyíregyháza
SUBIN;C;Légiós;;202;;Kecskemét
Bojan SUBOTIĆ;PF;Légiós;1990;204;106;Debreceni EAC, Szolnoki Olajbányász
Nenad ŠULOVIĆ;C;Légiós;1985;203;113;Pécsi VSK, Szedeák
Durrell SUMMERS;SG;Légiós;1989;195;93;Atomerőmű SE, Körmend
Bruno ŠUNDOV;C;Légiós;1980;221;122;Jászberény
SUPOLA Zoltán;GF;Hazai;1988;191;87;Alba Fehérvár, Pécsi VSK, Sopron KC
SURMANN György;G;Hazai;1955;178;74;Kandó MFSC
SURMANN Péter;PG;Hazai;1985;185;;MAFC
SÜTŐ Krisztián;GF;Hazai;1977;193;85;Százhalombatta
Kyle SWANSTON;SF;Légiós;1986;201;82;Kaposvári KK
Tomasz ŚWIĘTOŃSKI;PG;Légiós;1984;185;79;Debreceni KK
Ibrahim SYLLA;C;Légiós;1995;203;105;Körmend
SZABAD István;GF;Hazai;1991;188;81;Szedeák
SZABADFI Márk;SG;Hazai;2004;190;88;Oroszlány
SZABÓ Antal;GF;Hazai;;192;;Volán SC
SZABÓ Attila;F;Hazai;1974;200;;Bajai Honvéd, Bajai SK
SZABÓ Domokos;G;Hazai;1996;186;84;Falco KC Szombathely
SZABÓ Gábor;PF;Hazai;1981;197;80;Budapesti Honvéd
SZABÓ Gábor;;Hazai;;;;Kaposvári KK
SZABÓ József;FC;Hazai;1966;200;87;Budapesti Honvéd, Tungsram
SZABÓ László;G;Hazai;1961;180;85;Kaposvári Honvéd Táncsics
SZABÓ László;PG;Hazai;1971;190;79;Debreceni KK
SZABÓ Martin;PG;Hazai;2000;190;68;Jászberény
SZABÓ Miklós;FC;Hazai;1986;203;107;Factum Sport Debrecen, Falco KC Szombathely, Sopron KC, Szolnoki Olajbányász
SZABÓ Norbert;FC;Hazai;1975;202;;Bajai SK, ZTE KK
SZABÓ Péter;PG;Hazai;1989;183;82;Jászberény, Szolnoki Olajbányász
SZABÓ Péter;F;Hazai;1958;196;88;Bajai SK, Kaposvári Honvéd Táncsics
SZABÓ Tamás;;Hazai;;;;Kaposvári KK
SZABÓ Tibor;C;Hazai;1986;212;115;Alba Fehérvár, Debreceni Egyetem, Kecskemét, MAFC
SZABÓ Zoltán;G;Hazai;1983;185;80;Salgótarjáni KSE
SZABÓ Zsolt;PF;Hazai;1986;203;110;Alba Fehérvár, Atomerőmű SE, Falco KC Szombathely, Kecskemét, Sopron KC, ZTE KK
SZABOLCS Ferenc;F;Hazai;1958;196;96;Kaposvári Honvéd Táncsics, Oroszlány, Videoton
SZAFFNAUER Csaba;PG;Hazai;1959;185;79;Atomerőmű SE, Kecskemét
SZÁJER József;PG;Hazai;1969;185;81;Kaposvári KK, Körmend, ZTE KK
SZAKÁCS Gábor;SF;Hazai;1977;193;100;Debreceni KK, Nyíregyháza
SZAKÁLL Miklós;F;Honosított;1966;198;;Sopron KC, Tungsram
SZALAI László;G;Hazai;1958;184;76;Veszprém
SZALAI Milán;G;Hazai;1999;193;69;Atomerőmű SE
SZALAY Domonkos;SF;Hazai;2005;194;90;ZTE KK
SZALAY Ferenc;G;Hazai;1955;188;84;Szolnoki Olajbányász
SZALAY György;F;Hazai;1958;196;88;Budapest SE, Kaposvári Honvéd Táncsics, Körmend, Tungsram
SZALKAI Dániel;SG;Hazai;2003;188;80;Jászberény
SZAMOSI Nándor;G;Hazai;1959;183;66;Kaposvári Honvéd Táncsics
SZANATI Mátyás;G;Hazai;1989;190;92;Alba Fehérvár, Falco KC Szombathely
SZÁNTÓ György;PF;Hazai;1981;202;91;Falco KC Szombathely
SZANYI Róbert;SF;Hazai;1999;197;89;MAFC
SZAPPANOS Máté;G;Hazai;1994;191;76;Jászberény
SZARVAS Gábor;G;Hazai;1981;187;85;Kecskemét, Nyíregyháza, Szolnoki Olajbányász
SZATHMÁRY Attila;G;Hazai;1954;188;83;Veszprém
SZATHMÁRY Bálint;GF;Hazai;1980;188;90;Budapesti Honvéd
SZATMÁRI Zsombor;GF;Hazai;2000;194;96;Szedeák
Dariusz SZCZUBIAŁ;G;Légiós;1957;194;90;Oroszlány
SZEGEDI Gergő;PG;Hazai;1985;180;;Falco KC Szombathely
SZÉKEDI Károly;G;Hazai;1955;188;74;Kecskemét
SZÉKELY László;PG;Hazai;1958;180;85;Budapesti Honvéd, Csepel
SZEKERES Ferenc;C;Hazai;1968;203;;Debreceni KK, Tungsram
SZEKERES Károly;PG;Hazai;1969;183;;Körmend
SZÉLL Zsolt;;Hazai;;;;Szegedi EOL
SZEMERÉDI Levente;C;Hazai;2006;204;102;Kecskemét
SZENDI Milán;C;Hazai;1985;205;90;Falco KC Szombathely
SZENDREI József;FC;Hazai;1979;206;110;Debreceni KK
SZENDREY Sándor;GF;Hazai;1954;190;86;Körmend
SZENTE Norbert;F;Hazai;1987;200;;Dombóvár
SZÉP László;;Hazai;1959;;;Hódmezővásárhely
SZÉP Márton;PG;Hazai;1967;176;;Nagykőrös
SZERDAHELYI Szabolcs;PF;Hazai;1980;201;86;Debreceni KK
SZEREDAI Gábor;C;Hazai;1956;202;93;Kecskemét
