Játékos;Szezon;Csapat;G;Min;Min PG;AST;AST PG;AST 100;AST%;AST/ TOV;TOV;TOV PG;TOV 100;TOV%;DRB;ORB;TRB;DRB PG;ORB PG;TRB PG;DRB 100;ORB 100;TRB 100;DRB%;ORB%;TRB%;PFA;PFA PG;PFA 100;PF;PF PG;PF 100;Min / 5 PF;STL;STL PG;STL%;STL/ TOV;BLK;BPG PG;BLK 100;BLK%
Wendell MITCHELL;2022-23;Körmend;33;926;28.1;101;3.1;5.9;19.8;1.22;83;2.5;4.8;15.5;86;23;109;2.6;0.7;3.3;5.0;1.3;6.3;10.5;2.9;6.8;124;3.8;7.2;79;2.4;4.6;58.6;53;1.6;3.1;0.6;5;0.2;0.3;0.5
Noah DICKERSON;2024-25;Oroszlány;34;926;27.2;28;0.8;1.7;5.9;0.45;62;1.8;3.7;14.7;286;86;372;8.4;2.5;10.9;16.8;5.1;21.9;33.8;10.5;22.3;193;5.7;11.4;107;3.1;6.3;43.3;33;1.0;1.9;0.5;23;0.7;1.4;2.7
SOMOGYI Ádám;2022-23;Alba Fehérvár;37;921;24.9;145;3.9;8.6;24.7;2.54;57;1.5;3.4;12.2;107;33;140;2.9;0.9;3.8;6.4;2.0;8.3;13.8;4.4;9.2;131;3.5;7.8;82;2.2;4.9;56.2;67;1.8;4.0;1.2;3;0.1;0.2;0.4
MÓCSÁN Bálint;2023-24;DEAC;32;920;28.8;59;1.8;3.6;12.0;1.09;54;1.7;3.3;13.3;70;5;75;2.2;0.2;2.3;4.3;0.3;4.6;8.7;0.6;4.7;83;2.6;5.1;65;2.0;4.0;70.8;38;1.2;2.3;0.7;6;0.2;0.4;0.7
Matt TIBY;2023-24;Falco KC;36;917;25.5;62;1.7;3.6;10.2;1.38;45;1.3;2.6;11.3;180;55;235;5.0;1.5;6.5;10.5;3.2;13.8;19.9;7.2;14.0;114;3.2;6.7;68;1.9;4.0;67.4;21;0.6;1.2;0.5;7;0.2;0.4;0.8
FERENCZ Csaba;2024-25;Körmend;34;914;26.9;37;1.1;2.2;6.2;2.31;16;0.5;0.9;7.2;109;19;128;3.2;0.6;3.8;6.4;1.1;7.5;13.2;2.3;7.7;32;0.9;1.9;71;2.1;4.1;64.4;20;0.6;1.2;1.3;3;0.1;0.2;0.3
Stefan KENIĆ;2024-25;Oroszlány;29;914;31.5;51;1.8;3.1;10.2;1.38;37;1.3;2.2;10.5;102;26;128;3.5;0.9;4.4;6.1;1.6;7.7;12.5;3.3;8.0;111;3.8;6.7;46;1.6;2.8;99.3;16;0.6;1.0;0.4;3;0.1;0.2;0.4
KJ JACKSON;2024-25;Sopron;30;913;30.4;143;4.8;8.4;28.2;1.64;87;2.9;5.1;14.6;122;20;142;4.1;0.7;4.7;7.2;1.2;8.4;15.4;2.5;8.8;147;4.9;8.7;78;2.6;4.6;58.6;41;1.4;2.4;0.5;5;0.2;0.3;0.6
Wesley PERSON;2022-23;Szedeák;35;910;26.0;38;1.1;2.3;7.1;1.06;36;1.0;2.2;9.0;48;8;56;1.4;0.2;1.6;2.9;0.5;3.4;6.1;1.0;3.5;94;2.7;5.7;82;2.3;5.0;55.5;20;0.6;1.2;0.6;1;0.0;0.1;0.1
WITTMANN Krisztián;2023-24;Kecskemét;34;910;26.8;107;3.1;6.5;19.1;3.15;34;1.0;2.1;9.6;59;12;71;1.7;0.4;2.1;3.6;0.7;4.3;7.8;1.4;4.4;70;2.1;4.3;75;2.2;4.6;60.7;30;0.9;1.8;0.9;0;0.0;0.0;0.0
Billy GARRETT;2024-25;ZTE;31;910;29.4;111;3.6;6.6;22.6;1.52;73;2.4;4.3;13.4;75;14;89;2.4;0.5;2.9;4.5;0.8;5.3;9.7;1.7;5.6;143;4.6;8.5;57;1.8;3.4;79.8;34;1.1;2.0;0.5;3;0.1;0.2;0.4
Mário IHRING;2023-24;Atomerőmű SE;30;907;30.2;190;6.3;11.2;34.7;1.88;101;3.4;6.0;21.1;84;26;110;2.8;0.9;3.7;5.0;1.5;6.5;10.0;3.2;6.7;125;4.2;7.4;77;2.6;4.5;58.9;40;1.3;2.4;0.4;5;0.2;0.3;0.5
TANOH DEZ András;2022-23;Bp. Honvéd;34;905;26.6;49;1.4;3.0;11.2;0.62;79;2.3;4.8;17.6;97;32;129;2.9;0.9;3.8;5.9;1.9;7.8;12.4;3.8;7.9;121;3.6;7.3;119;3.5;7.2;38.0;26;0.8;1.6;0.3;9;0.3;0.5;1.0
Dayon GRIFFIN;2023-24;Sopron;32;905;28.3;90;2.8;5.4;19.0;0.95;95;3.0;5.7;19.4;96;22;118;3.0;0.7;3.7;5.8;1.3;7.1;12.2;2.7;7.3;100;3.1;6.0;97;3.0;5.8;46.6;39;1.2;2.3;0.4;6;0.2;0.4;0.7
DEMETER Attila;2022-23;Bp. Honvéd;34;904;26.6;62;1.8;3.8;12.7;1.19;52;1.5;3.2;14.2;119;30;149;3.5;0.9;4.4;7.2;1.8;9.1;15.3;3.5;9.1;50;1.5;3.0;73;2.1;4.4;61.9;36;1.1;2.2;0.7;11;0.3;0.7;1.2
SIMON Kristóf;2022-23;Bp. Honvéd;32;900;28.1;130;4.1;7.9;25.6;1.51;86;2.7;5.2;21.9;99;18;117;3.1;0.6;3.7;6.0;1.1;7.1;12.8;2.1;7.2;130;4.1;7.9;88;2.8;5.4;51.1;49;1.5;3.0;0.6;9;0.3;0.6;1.0
Rastko DRAMIĆANIN;2022-23;Kecskemét;36;895;24.9;34;0.9;2.1;6.8;1.26;27;0.8;1.7;7.4;100;48;148;2.8;1.3;4.1;6.2;3.0;9.2;12.6;6.0;9.3;83;2.3;5.1;72;2.0;4.4;62.2;13;0.4;0.8;0.5;10;0.3;0.6;1.2
Ilija ĐOKOVIĆ;2023-24;Bp. Honvéd;33;895;27.1;181;5.5;11.1;38.8;3.02;60;1.8;3.7;13.5;84;14;98;2.5;0.4;3.0;5.2;0.9;6.0;10.2;1.6;5.7;102;3.1;6.3;90;2.7;5.5;49.7;32;1.0;2.0;0.5;0;0.0;0.0;0.0
De'Quon LAKE;2023-24;Szedeák;36;895;24.9;25;0.7;1.5;4.4;0.58;43;1.2;2.5;11.8;161;85;246;4.5;2.4;6.8;9.4;4.9;14.3;19.1;10.1;14.6;67;1.9;3.9;117;3.3;6.8;38.2;16;0.4;0.9;0.4;24;0.7;1.4;2.5
Josip BARNJAK;2022-23;Oroszlány;33;894;27.1;140;4.2;8.6;28.6;1.73;81;2.5;5.0;17.2;89;41;130;2.7;1.2;3.9;5.5;2.5;8.0;12.1;4.9;8.3;127;3.8;7.8;97;2.9;6.0;46.1;57;1.7;3.5;0.7;12;0.4;0.7;1.5
Paul ATKINSON;2022-23;Atomerőmű SE;31;892;28.8;56;1.8;3.5;12.1;1.10;51;1.6;3.1;12.1;156;81;237;5.0;2.6;7.6;9.6;5.0;14.6;19.2;10.5;15.0;108;3.5;6.6;66;2.1;4.1;67.6;25;0.8;1.5;0.5;20;0.6;1.2;2.3
Stefan POT;2022-23;Falco KC;36;892;24.8;168;4.7;10.3;29.4;1.95;86;2.4;5.3;19.7;104;43;147;2.9;1.2;4.1;6.4;2.7;9.1;12.5;5.8;9.4;141;3.9;8.7;107;3.0;6.6;41.7;29;0.8;1.8;0.3;4;0.1;0.3;0.5
PERL Zoltán;2024-25;Falco KC;35;890;25.4;146;4.2;9.0;28.0;3.04;48;1.4;3.0;8.9;101;16;117;2.9;0.5;3.3;6.2;1.0;7.2;11.6;2.2;7.3;160;4.6;9.9;55;1.6;3.4;80.9;28;0.8;1.7;0.6;9;0.3;0.6;1.0
Remy ABELL;2023-24;Kaposvár;27;889;32.9;65;2.4;4.1;14.1;1.27;51;1.9;3.2;10.2;69;13;82;2.6;0.5;3.0;4.3;0.8;5.2;9.8;1.6;5.4;177;6.6;11.1;33;1.2;2.1;134.7;27;1.0;1.7;0.5;0;0.0;0.0;0.0
Tahj EADDY;2023-24;Kaposvár;28;889;31.8;88;3.1;5.5;18.2;1.96;45;1.6;2.8;9.4;46;13;59;1.6;0.5;2.1;2.9;0.8;3.7;6.5;1.6;3.9;59;2.1;3.7;60;2.1;3.8;74.1;15;0.5;0.9;0.3;0;0.0;0.0;0.0
Andre WILLIAMSON;2022-23;Szolnok;34;888;26.1;58;1.7;3.7;11.8;1.32;44;1.3;2.8;12.0;181;74;255;5.3;2.2;7.5;11.5;4.7;16.2;24.7;9.6;16.9;88;2.6;5.6;65;1.9;4.1;68.3;19;0.6;1.2;0.4;13;0.4;0.8;1.5
VÁRADI Benedek;2024-25;Falco KC;36;887;24.6;216;6.0;13.4;35.1;4.08;53;1.5;3.3;13.9;110;17;127;3.1;0.5;3.5;6.8;1.1;7.9;12.7;2.3;8.0;79;2.2;4.9;76;2.1;4.7;58.3;38;1.1;2.4;0.7;1;0.0;0.1;0.1
Raymond COWELS;2022-23;Falco KC;35;878;25.1;43;1.2;2.7;7.9;0.96;45;1.3;2.8;11.2;82;32;114;2.3;0.9;3.3;5.1;2.0;7.1;10.0;4.4;7.3;48;1.4;3.0;99;2.8;6.2;44.3;29;0.8;1.8;0.6;1;0.0;0.1;0.1
FERENCZ Csaba;2022-23;Körmend;39;878;22.5;33;0.8;2.0;5.9;1.22;27;0.7;1.7;9.1;64;11;75;1.6;0.3;1.9;3.9;0.7;4.6;8.2;1.5;4.9;29;0.7;1.8;70;1.8;4.3;62.7;9;0.2;0.6;0.3;3;0.1;0.2;0.3
Brandon GARRETT;2024-25;Sopron;36;878;24.4;35;1.0;2.2;7.1;0.66;53;1.5;3.3;12.6;119;64;183;3.3;1.8;5.1;7.4;4.0;11.3;15.6;8.2;11.9;151;4.2;9.3;95;2.6;5.9;46.2;35;1.0;2.2;0.7;11;0.3;0.7;1.3
De'Monte BUCKINGHAM;2022-23;Atomerőmű SE;27;877;32.5;83;3.1;5.2;15.6;1.46;57;2.1;3.6;15.3;84;31;115;3.1;1.1;4.3;5.3;1.9;7.2;10.3;4.0;7.2;75;2.8;4.7;47;1.7;2.9;93.3;34;1.3;2.1;0.6;8;0.3;0.5;0.9
KELLER Iván;2024-25;ZTE;37;876;23.7;51;1.4;3.2;9.2;1.82;28;0.8;1.7;13.4;97;38;135;2.6;1.0;3.6;6.0;2.4;8.4;12.9;4.8;8.8;47;1.3;2.9;56;1.5;3.5;78.2;29;0.8;1.8;1.0;3;0.1;0.2;0.4
Ibrahim DURMO;2024-25;NKA Pécs;27;872;32.3;66;2.4;4.1;14.7;1.03;64;2.4;4.0;12.1;169;55;224;6.3;2.0;8.3;10.5;3.4;14.0;20.7;7.0;13.9;142;5.3;8.8;51;1.9;3.2;85.5;29;1.1;1.8;0.5;12;0.4;0.8;1.4
PONGÓ Marcell;2024-25;Falco KC;36;867;24.1;159;4.4;10.1;25.2;2.52;63;1.8;4.0;18.5;118;14;132;3.3;0.4;3.7;7.5;0.9;8.4;13.9;2.0;8.5;85;2.4;5.4;93;2.6;5.9;46.6;32;0.9;2.0;0.5;10;0.3;0.6;1.2
FILIPOVITY Márkó;2024-25;Alba Fehérvár;30;865;28.8;8;0.3;0.5;1.4;0.47;17;0.6;1.1;4.4;128;33;161;4.3;1.1;5.4;7.9;2.0;9.9;16.8;4.3;10.5;55;1.8;3.4;36;1.2;2.2;120.1;20;0.7;1.2;1.2;6;0.2;0.4;0.7
Ilari SEPPÄLÄ;2024-25;Kecskemét;28;859;30.7;136;4.9;9.1;29.8;2.47;55;2.0;3.7;12.4;29;9;38;1.0;0.3;1.4;1.9;0.6;2.5;4.2;1.2;2.7;115;4.1;7.7;68;2.4;4.5;63.2;23;0.8;1.5;0.4;1;0.0;0.1;0.1
RUJÁK András;2022-23;Oroszlány;36;851;23.6;74;2.1;4.8;13.8;1.32;56;1.6;3.6;22.0;59;16;75;1.6;0.4;2.1;3.8;1.0;4.9;8.4;2.0;5.0;32;0.9;2.1;63;1.8;4.1;67.5;26;0.7;1.7;0.5;0;0.0;0.0;0.0
Andre JONES;2022-23;Sopron;29;851;29.3;85;2.9;5.6;17.5;1.42;60;2.1;3.9;14.1;79;13;92;2.7;0.4;3.2;5.2;0.9;6.1;9.5;1.9;6.0;89;3.1;5.9;64;2.2;4.2;66.5;23;0.8;1.5;0.4;4;0.1;0.3;0.5
LUKÁCS Norbert;2023-24;Szolnok;31;848;27.4;40;1.3;2.5;8.1;1.14;35;1.1;2.2;11.7;128;45;173;4.1;1.5;5.6;8.1;2.9;11.0;17.2;6.1;11.7;77;2.5;4.9;68;2.2;4.3;62.4;27;0.9;1.7;0.8;17;0.5;1.1;2.1
Jaka KLOBUČAR;2022-23;Kecskemét;29;847;29.2;126;4.3;8.2;25.5;2.38;53;1.8;3.5;15.3;121;7;128;4.2;0.2;4.4;7.9;0.5;8.4;16.6;0.9;8.6;136;4.7;8.9;64;2.2;4.2;66.2;40;1.4;2.6;0.8;2;0.1;0.1;0.3
Imran POLUTAK;2023-24;Oroszlány;35;843;24.1;33;0.9;2.0;6.7;0.47;70;2.0;4.3;15.8;125;74;199;3.6;2.1;5.7;7.8;4.6;12.3;15.9;10.3;13.2;153;4.4;9.5;120;3.4;7.4;35.1;20;0.6;1.2;0.3;11;0.3;0.7;1.3
Lester MEDFORD;2024-25;Alba Fehérvár;26;835;32.1;179;6.9;11.5;33.0;2.06;87;3.3;5.6;19.4;74;17;91;2.8;0.7;3.5;4.8;1.1;5.9;10.2;2.3;6.2;127;4.9;8.2;96;3.7;6.2;43.5;37;1.4;2.4;0.4;4;0.2;0.3;0.5
Andre WILLIAMSON;2024-25;DEAC;28;832;29.7;30;1.1;2.0;6.6;1.07;28;1.0;1.9;10.7;165;38;203;5.9;1.4;7.3;11.2;2.6;13.8;22.1;5.0;13.5;72;2.6;4.9;65;2.3;4.4;64.0;19;0.7;1.3;0.7;7;0.3;0.5;0.9
Alan HERNDON;2024-25;Szedeák;30;821;27.4;37;1.2;2.5;8.9;0.80;46;1.5;3.1;14.9;168;61;229;5.6;2.0;7.6;11.4;4.1;15.5;25.0;8.5;16.4;86;2.9;5.8;80;2.7;5.4;51.3;32;1.1;2.2;0.7;34;1.1;2.3;4.3
TAKÁCS Martin;2024-25;ZTE;36;821;22.8;95;2.6;6.3;17.8;2.32;41;1.1;2.7;17.3;55;39;94;1.5;1.1;2.6;3.6;2.6;6.2;7.8;5.3;6.5;72;2.0;4.8;74;2.1;4.9;55.5;37;1.0;2.4;0.9;0;0.0;0.0;0.0
PERL Zoltán;2023-24;Falco KC;35;820;23.4;154;4.4;10.1;35.7;2.91;53;1.5;3.5;9.5;79;35;114;2.3;1.0;3.3;5.2;2.3;7.5;9.7;5.1;7.6;165;4.7;10.8;42;1.2;2.7;97.6;36;1.0;2.4;0.7;6;0.2;0.4;0.7
Marjan ČAKARUN;2022-23;Körmend;39;817;20.9;67;1.7;4.4;14.1;1.29;52;1.3;3.4;14.4;123;35;158;3.2;0.9;4.1;8.1;2.3;10.5;17.0;5.0;11.1;146;3.7;9.7;102;2.6;6.8;40.0;16;0.4;1.1;0.3;10;0.3;0.7;1.2
Kemal KARAHODŽIĆ;2024-25;Kecskemét;33;815;24.7;52;1.6;3.6;11.5;1.21;43;1.3;3.0;15.3;122;71;193;3.7;2.2;5.8;8.6;5.0;13.5;18.7;10.0;14.2;122;3.7;8.6;102;3.1;7.1;39.9;21;0.6;1.5;0.5;9;0.3;0.6;1.2
Danilo OSTOJIĆ;2023-24;ZTE;31;814;26.3;51;1.6;3.4;11.3;1.11;46;1.5;3.1;13.8;123;62;185;4.0;2.0;6.0;8.3;4.2;12.4;17.0;8.7;12.9;113;3.6;7.6;61;2.0;4.1;66.7;25;0.8;1.7;0.5;9;0.3;0.6;1.2
Auston BARNES;2022-23;Szolnok;33;811;24.6;30;0.9;2.1;6.2;1.15;26;0.8;1.8;9.4;70;45;115;2.1;1.4;3.5;4.9;3.1;8.0;10.5;6.4;8.4;83;2.5;5.8;89;2.7;6.2;45.6;19;0.6;1.3;0.7;5;0.2;0.4;0.6
Kemal KARAHODŽIĆ;2023-24;Kecskemét;35;808;23.1;43;1.2;2.9;9.5;1.59;27;0.8;1.9;8.1;138;91;229;3.9;2.6;6.5;9.4;6.2;15.7;20.4;12.1;16.0;103;2.9;7.0;108;3.1;7.4;37.4;22;0.6;1.5;0.8;19;0.5;1.3;2.6
RUJÁK András;2023-24;Oroszlány;35;806;23.0;86;2.5;5.6;14.8;2.69;32;0.9;2.1;24.1;61;12;73;1.7;0.3;2.1;4.0;0.8;4.7;8.1;1.7;5.1;18;0.5;1.2;71;2.0;4.6;56.8;32;0.9;2.1;1.0;3;0.1;0.2;0.4
Anthony DURHAM;2024-25;NKA Pécs;25;798;31.9;84;3.4;5.7;19.9;1.42;59;2.4;4.0;12.9;80;25;105;3.2;1.0;4.2;5.5;1.7;7.2;11.0;3.4;7.2;113;4.5;7.7;66;2.6;4.5;60.4;24;1.0;1.6;0.4;13;0.5;0.9;1.8
MÓCSÁN Bálint;2022-23;DEAC;30;796;26.5;64;2.1;4.6;14.6;1.68;38;1.3;2.7;9.3;95;10;105;3.2;0.3;3.5;6.8;0.7;7.5;14.0;1.5;7.9;67;2.2;4.8;55;1.8;3.9;72.4;34;1.1;2.4;0.9;6;0.2;0.4;0.8
Lovro BULJEVIĆ;2023-24;DEAC;34;793;23.3;22;0.6;1.6;5.3;0.51;43;1.3;3.1;13.3;141;68;209;4.1;2.0;6.1;10.1;4.9;14.9;19.9;10.0;15.1;93;2.7;6.6;99;2.9;7.1;40.1;9;0.3;0.6;0.2;26;0.8;1.9;3.4
CSEH Botond;2024-25;Szedeák;34;793;23.3;37;1.1;2.6;8.5;1.32;28;0.8;2.0;10.0;73;26;99;2.1;0.8;2.9;5.2;1.8;7.0;11.0;3.7;7.3;80;2.4;5.6;99;2.9;7.0;40.0;28;0.8;2.0;1.0;3;0.1;0.2;0.4
BAZSÓ Brúnó;2022-23;NYBS;32;789;24.7;48;1.5;3.2;10.0;2.00;24;0.8;1.6;12.0;81;22;103;2.5;0.7;3.2;5.4;1.5;6.9;12.3;2.9;7.3;50;1.6;3.4;67;2.1;4.5;58.9;27;0.8;1.8;1.1;6;0.2;0.4;0.8
PONGÓ Máté;2022-23;Szolnok;37;787;21.3;132;3.6;9.5;26.6;3.07;43;1.2;3.1;16.1;74;33;107;2.0;0.9;2.9;5.3;2.4;7.7;11.3;4.8;7.9;50;1.4;3.6;92;2.5;6.6;42.8;34;0.9;2.4;0.8;1;0.0;0.1;0.1
Isaiah MUCIUS;2024-25;Sopron;30;785;26.2;36;1.2;2.5;7.8;0.69;52;1.7;3.6;13.8;101;28;129;3.4;0.9;4.3;7.0;1.9;8.9;14.7;4.1;9.4;70;2.3;4.8;57;1.9;3.9;68.9;12;0.4;0.8;0.2;11;0.4;0.8;1.5
PERINGER Balázs;2022-23;Bp. Honvéd;36;781;21.7;16;0.4;1.1;3.6;0.57;28;0.8;2.0;15.7;88;71;159;2.4;2.0;4.4;6.2;5.0;11.2;13.1;9.7;11.3;35;1.0;2.5;76;2.1;5.3;51.4;9;0.3;0.6;0.3;19;0.5;1.3;2.5
KELLER Ákos;2023-24;Falco KC;36;781;21.7;58;1.6;4.0;10.6;1.45;40;1.1;2.8;16.7;155;49;204;4.3;1.4;5.7;10.7;3.4;14.0;20.1;7.5;14.3;70;1.9;4.8;89;2.5;6.1;43.9;19;0.5;1.3;0.5;27;0.8;1.9;3.5
PALLAI Tamás;2024-25;Szolnok;35;779;22.2;50;1.4;3.4;10.3;1.79;28;0.8;1.9;9.3;47;16;63;1.3;0.5;1.8;3.2;1.1;4.3;6.9;2.2;4.5;30;0.9;2.1;79;2.3;5.4;49.3;29;0.8;2.0;1.0;10;0.3;0.7;1.3
KELLER Iván;2023-24;ZTE;37;778;21.0;50;1.4;3.5;10.1;2.27;22;0.6;1.5;10.3;90;26;116;2.4;0.7;3.1;6.3;1.8;8.1;13.0;3.8;8.4;29;0.8;2.0;47;1.3;3.3;82.8;19;0.5;1.3;0.9;0;0.0;0.0;0.0
POLYÁK László;2022-23;DEAC;34;775;22.8;41;1.2;3.0;8.6;1.05;39;1.1;2.8;14.2;91;24;115;2.7;0.7;3.4;6.6;1.8;8.4;13.7;3.6;8.7;61;1.8;4.4;60;1.8;4.4;64.6;19;0.6;1.4;0.5;3;0.1;0.2;0.4
Nikola POPOVIĆ;2024-25;Falco KC;36;775;21.5;75;2.1;5.3;15.1;1.67;45;1.3;3.2;13.2;145;72;217;4.0;2.0;6.0;10.3;5.1;15.4;19.1;11.3;15.6;82;2.3;5.8;70;1.9;5.0;55.4;16;0.4;1.1;0.4;8;0.2;0.6;1.1
LUKÁCS Norbert;2024-25;Szolnok;32;775;24.2;43;1.3;3.0;9.0;1.26;34;1.1;2.4;12.1;95;43;138;3.0;1.3;4.3;6.6;3.0;9.5;14.0;6.1;10.0;68;2.1;4.7;58;1.8;4.0;66.8;25;0.8;1.7;0.7;16;0.5;1.1;2.1
MUCZA Tamás;2023-24;Szedeák;36;773;21.5;85;2.4;5.7;14.8;1.57;54;1.5;3.6;21.7;44;21;65;1.2;0.6;1.8;3.0;1.4;4.4;6.0;2.9;4.5;66;1.8;4.4;77;2.1;5.2;50.2;17;0.5;1.1;0.3;2;0.1;0.1;0.2
VALERIO-BODON Vincent;2022-23;Sopron;30;772;25.7;53;1.8;3.8;10.6;1.39;38;1.3;2.8;16.8;98;24;122;3.3;0.8;4.1;7.1;1.7;8.8;12.9;3.8;8.8;35;1.2;2.5;54;1.8;3.9;71.5;26;0.9;1.9;0.7;24;0.8;1.7;3.2
ILLÉS Máté;2022-23;Oroszlány;36;767;21.3;49;1.4;3.5;11.0;1.23;40;1.1;2.9;11.3;64;13;77;1.8;0.4;2.1;4.6;0.9;5.6;10.1;1.8;5.7;34;0.9;2.4;78;2.2;5.6;49.2;14;0.4;1.0;0.4;2;0.1;0.1;0.3
Tyler ROBERSON;2022-23;Szedeák;25;764;30.6;22;0.9;1.6;5.6;0.42;52;2.1;3.8;13.3;118;101;219;4.7;4.0;8.8;8.5;7.3;15.8;18.1;14.2;16.1;93;3.7;6.7;61;2.4;4.4;62.6;19;0.8;1.4;0.4;7;0.3;0.5;1.0
James BISHOP;2024-25;Oroszlány;24;763;31.8;84;3.5;6.0;21.3;1.35;62;2.6;4.5;14.9;39;3;42;1.6;0.1;1.8;2.8;0.2;3.0;5.7;0.4;3.1;78;3.3;5.6;53;2.2;3.8;72.0;22;0.9;1.6;0.4;1;0.0;0.1;0.1
TÓTH Ádám;2023-24;ZTE;35;760;21.7;31;0.9;2.2;7.6;0.66;47;1.3;3.4;12.4;81;74;155;2.3;2.1;4.4;5.8;5.3;11.1;12.0;10.9;11.4;120;3.4;8.6;112;3.2;8.0;33.9;20;0.6;1.4;0.4;6;0.2;0.4;0.9
ZSÍROS Péter;2024-25;Szedeák;36;760;21.1;31;0.9;2.3;7.2;1.48;21;0.6;1.6;9.4;90;24;114;2.5;0.7;3.2;6.6;1.8;8.4;14.2;3.6;8.8;11;0.3;0.8;73;2.0;5.4;52.0;25;0.7;1.8;1.2;6;0.2;0.4;0.8
Matt FREEMAN;2024-25;Bp. Honvéd;26;759;29.2;48;1.8;3.5;11.2;1.14;42;1.6;3.0;14.3;119;24;143;4.6;0.9;5.5;8.6;1.7;10.4;16.6;3.6;10.3;43;1.7;3.1;61;2.3;4.4;62.2;19;0.7;1.4;0.5;6;0.2;0.4;0.9
Demajeo WIGGINS;2023-24;Szolnok;30;755;25.2;34;1.1;2.4;8.5;0.46;74;2.5;5.3;17.2;141;67;208;4.7;2.2;6.9;10.0;4.8;14.8;21.3;10.3;15.8;160;5.3;11.4;69;2.3;4.9;54.7;15;0.5;1.1;0.2;13;0.4;0.9;1.8
De'Quon LAKE;2024-25;Atomerőmű SE;33;755;22.9;15;0.5;1.1;3.1;0.45;33;1.0;2.4;13.1;148;86;234;4.5;2.6;7.1;10.6;6.2;16.8;21.6;13.1;17.5;61;1.8;4.4;92;2.8;6.6;41.0;21;0.6;1.5;0.6;27;0.8;1.9;3.8
Denis KRESTININ;2022-23;Oroszlány;35;754;21.5;27;0.8;2.0;6.2;0.56;48;1.4;3.5;17.3;141;75;216;4.0;2.1;6.2;10.4;5.5;15.9;22.7;10.8;16.4;119;3.4;8.7;96;2.7;7.0;39.3;29;0.8;2.1;0.6;23;0.7;1.7;3.4
OMENAKA Godwin;2022-23;Körmend;38;751;19.8;13;0.3;0.9;3.1;0.23;56;1.5;4.0;17.5;156;104;260;4.1;2.7;6.8;11.2;7.5;18.7;23.4;16.1;19.8;81;2.1;5.8;108;2.8;7.8;34.8;22;0.6;1.6;0.4;39;1.0;2.8;5.3
BOGNÁR Kristóf;2024-25;Falco KC;36;751;20.9;68;1.9;5.0;13.0;2.72;25;0.7;1.8;8.5;121;75;196;3.4;2.1;5.4;8.9;5.5;14.3;16.5;12.2;14.5;86;2.4;6.3;59;1.6;4.3;63.6;35;1.0;2.6;1.4;11;0.3;0.8;1.5
Nikola DJOGO;2023-24;Körmend;28;750;26.8;64;2.3;4.6;14.1;1.68;38;1.4;2.7;10.8;130;31;161;4.6;1.1;5.8;9.3;2.2;11.6;19.7;4.8;12.3;98;3.5;7.0;59;2.1;4.2;63.6;24;0.9;1.7;0.6;2;0.1;0.1;0.3
Sebastian ÅRIS;2022-23;Kaposvár;23;743;32.3;79;3.4;5.8;18.2;2.08;38;1.7;2.8;11.8;75;10;85;3.3;0.4;3.7;5.5;0.7;6.2;11.2;1.6;6.6;86;3.7;6.3;67;2.9;4.9;55.4;14;0.6;1.0;0.4;1;0.0;0.1;0.1
IVKOVICS Milán;2023-24;Kecskemét;36;740;20.6;20;0.6;1.5;4.1;1.25;16;0.4;1.2;8.4;62;17;79;1.7;0.5;2.2;4.6;1.3;5.9;10.0;2.5;6.0;20;0.6;1.5;110;3.1;8.2;33.6;14;0.4;1.0;0.9;8;0.2;0.6;1.2
Nemanja NIKOLIĆ;2024-25;NKA Pécs;27;737;27.3;134;5.0;9.9;33.1;2.23;60;2.2;4.4;16.4;103;17;120;3.8;0.6;4.4;7.6;1.3;8.9;15.5;2.5;8.9;91;3.4;6.7;73;2.7;5.4;50.5;23;0.9;1.7;0.4;6;0.2;0.4;0.9
Taz SHERMAN;2022-23;Bp. Honvéd;25;731;29.2;65;2.6;4.8;17.7;1.14;57;2.3;4.2;14.0;49;15;64;2.0;0.6;2.6;3.6;1.1;4.7;7.6;2.2;4.9;63;2.5;4.6;42;1.7;3.1;87.0;26;1.0;1.9;0.5;4;0.2;0.3;0.5
Jeriah HORNE;2024-25;Alba Fehérvár;25;731;29.2;35;1.4;2.6;7.2;1.13;31;1.2;2.3;10.4;128;22;150;5.1;0.9;6.0;9.5;1.6;11.1;20.1;3.5;11.9;48;1.9;3.5;63;2.5;4.7;58.0;27;1.1;2.0;0.9;4;0.2;0.3;0.6
Boris BARAĆ;2022-23;Falco KC;35;730;20.9;67;1.9;5.0;14.9;1.06;63;1.8;4.7;16.9;99;55;154;2.8;1.6;4.4;7.5;4.1;11.6;14.5;8.9;11.9;124;3.5;9.3;75;2.1;5.6;48.7;8;0.2;0.6;0.1;6;0.2;0.5;0.8
KUCSERA Dániel;2024-25;Sopron;31;730;23.5;22;0.7;1.7;4.7;1.00;22;0.7;1.7;9.6;66;21;87;2.1;0.7;2.8;5.0;1.6;6.5;10.4;3.3;6.8;44;1.4;3.3;99;3.2;7.4;36.8;37;1.2;2.8;1.7;13;0.4;1.0;1.9
Miloš GRUBOR;2024-25;Bp. Honvéd;26;729;28.1;32;1.2;2.4;8.7;0.86;37;1.4;2.8;10.6;117;14;131;4.5;0.5;5.0;8.8;1.1;9.9;18.0;2.1;9.9;40;1.5;3.0;62;2.4;4.7;58.8;24;0.9;1.8;0.6;7;0.3;0.5;1.1
