Játékos;Szezon;Csapat;Min%;On40;Net40;Net RTG;Net Pace;Net Tm PTS 40;Net Tm RTG;Net Tm Close att. rate;Net Tm 3P att. rate;Net Tm EFG %;Net Tm FT made rate;Net Tm ORB %;Net Tm AST %;Net Tm TOV %;Net Tm BLK %;Net Opp PTS 40;Net Opp RTG;Net Opp Close att. rate;Net Opp 3P att. rate;Net Opp EFG %;Net Opp FT made rate;Net Opp ORB %;Net Opp AST %;Net Opp TOV %;Net Opp BLK %
Desi WASHINGTON;2022-23;Szedeák;87.8;-2.0;-5.1;-7.4;4.3;9.7;7.1;0.000;0.009;0.072;-0.067;-7.6;-13.8;-1.6;0.6;14.8;14.5;-0.026;0.009;0.041;-0.032;3.6;-8.3;0.0;0.1
Đorđe DRENOVAC;2023-24;DEAC;86.3;-1.8;14.0;20.2;1.0;6.5;7.8;0.056;-0.066;0.055;-0.007;-3.7;-2.2;-1.0;2.3;-7.5;-12.4;0.007;0.016;-0.052;-0.005;-2.9;-0.7;0.0;-3.3
Daylen KOUNTZ;2024-25;Körmend;84.5;-4.4;-3.5;-4.5;4.0;10.9;8.9;0.036;-0.102;0.059;-0.030;-4.0;-12.8;-0.6;-0.4;14.4;13.4;0.049;-0.041;0.083;-0.116;6.4;3.9;-1.4;-0.3
VOJVODA Dávid;2024-25;Alba Fehérvár;83.2;-0.3;-1.0;-1.4;2.1;1.8;-0.9;0.037;-0.021;0.038;0.015;-8.4;0.0;2.5;0.8;2.9;0.5;0.019;-0.030;0.008;0.001;1.6;-1.3;-0.6;-2.7
Đorđe DŽELETOVIĆ;2024-25;PVSK;82.9;-8.5;6.7;8.4;-2.4;5.8;11.0;0.022;-0.029;0.013;-0.031;6.0;-0.2;-4.1;-1.1;-0.9;2.6;-0.062;0.061;-0.010;-0.007;5.1;12.1;0.1;2.3
EILINGSFELD János;2024-25;Atomerőmű SE;82.4;12.9;10.2;13.7;1.7;6.2;5.6;-0.003;-0.014;0.046;0.022;-1.2;-0.9;1.3;1.0;-4.0;-8.1;-0.009;-0.022;-0.023;-0.056;-6.0;1.1;-0.4;-1.7
Marques TOWNES;2022-23;Kecskemét;82.0;-4.3;-12.0;-17.7;10.4;5.0;-9.5;0.037;-0.042;-0.021;-0.011;1.6;-1.4;4.3;0.8;17.0;8.2;0.030;-0.018;0.063;-0.048;-0.8;-1.5;0.0;-0.4
Noah LOCKE;2023-24;Szedeák;81.9;-1.9;0.0;0.1;-0.2;0.3;0.7;0.003;-0.022;-0.036;-0.002;-3.1;-2.7;-2.8;-1.4;0.3;0.6;0.050;-0.055;0.037;0.006;-1.9;-0.7;0.0;-1.2
Siyani CHAMBERS;2023-24;Alba Fehérvár;81.2;13.1;16.6;22.0;7.0;21.9;18.5;0.010;-0.009;0.076;-0.002;6.0;2.4;-1.2;-3.6;5.3;-3.5;0.027;-0.032;-0.005;0.008;3.5;3.9;0.0;-1.2
DeAndre GHOLSTON;2023-24;Oroszlány;80.6;0.2;-3.6;-5.1;5.0;6.4;1.0;-0.039;0.030;0.005;-0.050;4.5;-6.4;2.2;1.8;10.0;6.1;-0.018;-0.008;0.040;0.036;-2.0;-0.7;0.0;1.7
Darius PERRY;2022-23;NYBS;80.3;-12.3;4.9;9.1;8.3;14.5;9.0;0.039;-0.013;0.000;0.041;-1.8;-3.1;-3.0;-2.1;9.6;-0.1;-0.029;0.000;0.042;-0.017;-1.7;2.6;0.0;0.5
Deon EDWIN;2022-23;Atomerőmű SE;80.2;0.3;-1.0;-1.3;6.5;4.9;-3.0;0.055;-0.069;-0.005;-0.026;2.6;-7.2;0.9;-1.6;5.9;-1.7;-0.017;0.011;0.014;-0.054;-7.1;4.7;0.0;-3.8
Andre WILLIAMSON;2023-24;DEAC;78.7;-2.9;3.6;5.1;1.2;0.0;-2.0;0.020;-0.008;0.037;0.013;-7.5;7.5;1.8;0.9;-3.6;-7.1;-0.051;0.025;-0.012;-0.041;-5.9;2.1;0.0;-1.4
Quincy FORD;2022-23;Alba Fehérvár;78.2;10.0;4.2;5.6;2.7;5.4;3.2;0.044;-0.031;0.021;-0.002;-3.0;-1.8;0.1;2.8;1.2;-2.4;0.011;-0.010;0.014;-0.053;2.9;4.0;0.0;0.9
Shannon BOGUES;2023-24;Kecskemét;77.8;-3.5;-6.9;-9.5;0.1;0.2;0.3;-0.011;-0.030;0.015;-0.023;2.2;-14.2;2.7;-2.2;7.1;9.8;0.019;0.005;0.043;-0.037;9.9;-0.5;0.0;1.1
Đorđe DRENOVAC;2024-25;DEAC;77.7;1.7;3.9;5.4;-0.7;4.7;7.6;0.091;-0.106;0.039;0.029;-2.4;-3.8;-1.3;1.8;0.8;2.2;0.036;-0.034;0.010;-0.066;-2.9;5.8;-2.9;-2.1
VOJVODA Dávid;2023-24;Alba Fehérvár;77.5;9.7;-1.2;-1.2;-1.7;-10.1;-10.4;-0.023;0.028;-0.035;0.017;-3.5;-2.7;2.6;0.4;-8.9;-9.2;0.017;-0.015;-0.048;0.052;-1.1;-1.6;0.0;0.6
David NICHOLS;2023-24;Sopron;77.4;-2.9;13.0;19.1;5.3;17.5;16.8;0.024;-0.027;0.068;-0.056;3.4;-1.4;-1.8;0.8;4.5;-2.3;-0.062;0.043;0.025;-0.041;-2.7;4.7;0.0;-2.3
Đorđe DRENOVAC;2022-23;DEAC;77.4;-0.2;5.9;8.6;2.6;6.2;4.9;0.097;-0.045;0.034;0.009;0.3;-3.7;0.3;2.6;0.3;-3.7;0.049;-0.034;-0.018;-0.004;-3.2;-1.2;0.0;-2.7
Jordan BARNETT;2023-24;Alba Fehérvár;76.1;12.3;9.5;12.2;3.3;10.5;8.6;-0.002;0.009;0.042;-0.054;4.2;8.5;-1.0;-0.2;1.0;-3.6;0.023;0.007;-0.004;-0.089;2.2;-1.9;0.0;-1.2
Shane GATLING;2024-25;Bp. Honvéd;75.5;-1.6;7.7;10.7;0.8;7.4;9.1;-0.006;-0.008;0.020;-0.028;-0.2;2.9;-4.1;-0.8;-0.2;-1.6;0.011;-0.028;-0.001;-0.036;-0.5;4.3;-0.6;0.7
Sage TOLBERT;2023-24;Körmend;75.1;-1.4;11.0;15.1;1.4;8.9;10.0;0.022;-0.005;0.037;0.018;1.5;-0.8;-0.6;-0.2;-2.1;-5.1;0.008;0.000;0.000;-0.020;2.2;2.2;0.0;-2.2
Ibrahim DURMO;2023-24;NKA Pécs;75.1;-0.7;-0.9;-1.1;8.7;4.9;-6.3;-0.020;-0.001;0.003;-0.033;-5.4;2.8;0.7;0.4;5.8;-5.2;0.010;-0.013;-0.037;-0.009;-2.5;0.4;0.0;-0.8
Amorie ARCHIBALD;2024-25;PVSK;75.0;-6.6;12.2;16.1;-1.0;-2.0;-1.3;0.023;-0.032;-0.024;-0.002;0.6;-4.6;-0.8;1.0;-14.2;-17.3;-0.057;0.041;-0.042;-0.051;-5.2;0.7;2.9;1.7
BOGNÁR Kristóf;2023-24;Szedeák;74.5;-1.5;1.5;2.1;1.9;5.1;3.8;-0.004;-0.023;-0.017;-0.014;3.8;0.9;-2.9;0.5;3.6;1.7;-0.028;0.008;0.019;-0.013;-3.4;0.6;0.0;-0.8
WITTMANN Krisztián;2022-23;Kecskemét;74.5;-0.8;5.0;6.6;-1.3;1.8;4.3;-0.032;0.061;0.052;-0.001;-6.4;3.2;-0.2;0.3;-3.2;-2.3;-0.005;0.016;-0.047;0.006;2.2;-2.5;0.0;-2.4
Siyani CHAMBERS;2022-23;Körmend;74.4;0.4;9.8;14.0;5.4;9.2;4.4;-0.010;0.021;-0.005;-0.052;-1.4;-4.6;-4.1;2.9;-0.6;-9.6;0.003;-0.030;-0.025;-0.096;-2.1;2.5;0.0;1.4
Deon EDWIN;2023-24;DEAC;74.2;-3.9;-0.6;-0.7;2.8;2.8;-0.2;0.027;-0.034;-0.003;0.011;0.6;3.3;1.4;3.4;3.4;0.5;-0.049;0.041;0.025;-0.055;-1.9;-2.5;0.0;-1.3
Cortez EDWARDS;2024-25;Sopron;73.8;1.7;-0.7;-0.9;-1.5;-3.3;-2.2;0.028;-0.014;-0.036;-0.018;4.3;0.3;-0.5;2.9;-2.6;-1.3;0.047;-0.045;-0.037;0.038;-1.5;0.2;-1.8;-0.3
Đorđe DIMITRIJEVIĆ;2022-23;Oroszlány;73.3;0.1;8.3;11.7;0.7;4.7;5.8;0.046;-0.030;-0.022;0.063;4.4;0.0;-3.1;-1.1;-3.6;-5.9;0.006;0.041;-0.015;0.020;-1.1;2.7;0.0;1.1
Marko ŠINIK;2023-24;Kecskemét;73.0;-3.1;-4.2;-5.8;3.5;0.5;-4.9;0.056;-0.034;-0.036;-0.060;0.8;2.6;-1.1;0.8;4.7;0.9;-0.028;0.032;0.008;-0.052;-0.4;3.5;0.0;-1.3
Ryan WOOLRIDGE;2023-24;Szedeák;73.0;-0.9;3.5;4.6;2.7;11.0;10.4;0.057;-0.033;0.033;0.024;3.0;-0.8;-1.9;-1.1;7.5;5.8;0.016;-0.023;0.026;-0.002;-1.2;3.6;0.0;0.9
Yasiin JOSEPH;2022-23;Sopron;72.8;5.3;9.5;13.3;5.1;14.8;12.8;-0.012;0.019;0.075;-0.002;-8.8;0.7;-1.1;-1.2;5.3;-0.5;0.025;0.004;0.045;-0.022;-1.5;5.7;0.0;0.0
Danilo OSTOJIĆ;2022-23;ZTE;72.4;3.4;10.8;14.4;-3.3;0.7;6.0;0.007;-0.010;0.008;0.012;4.9;2.9;-0.3;0.9;-10.1;-8.4;-0.038;0.003;-0.029;-0.064;-1.2;1.2;0.0;-0.4
Stefan MIJOVIĆ;2022-23;Bp. Honvéd;72.4;-5.0;8.8;12.6;2.5;9.1;9.2;-0.003;-0.019;0.040;0.070;4.3;-4.4;0.4;-1.8;0.3;-3.4;-0.014;-0.025;-0.018;-0.027;-0.7;-8.0;0.0;-2.1
Michael HUGHES;2022-23;Kaposvár;72.3;-2.6;4.7;7.5;9.1;10.1;0.1;0.068;-0.036;0.037;0.054;-11.8;2.9;0.5;4.5;5.4;-7.4;0.042;-0.034;0.020;-0.093;-1.5;4.0;0.0;-2.6
Jalen HENRY;2023-24;Bp. Honvéd;72.3;-2.9;-3.8;-5.4;0.3;3.1;3.8;0.065;-0.049;0.032;-0.010;-0.4;1.5;0.0;-1.9;6.9;9.2;-0.002;-0.007;0.085;-0.057;-5.7;3.8;0.0;1.2
Isaiah BIGELOW;2024-25;ZTE;72.2;2.2;8.6;11.7;0.8;6.7;7.9;0.004;-0.028;0.055;-0.021;1.3;1.4;0.7;-0.3;-1.9;-3.8;0.013;-0.011;-0.016;-0.046;2.5;4.4;-0.3;-1.0
Tyler THOMAS;2024-25;Alba Fehérvár;72.2;0.4;1.9;2.5;0.1;0.5;0.6;0.001;-0.012;0.013;-0.003;-0.8;-5.7;0.9;-1.1;-1.4;-1.9;0.034;-0.031;-0.035;0.031;4.8;3.0;-0.4;1.1
Kyan ANDERSON;2024-25;DEAC;72.0;1.1;1.1;1.6;-0.4;5.9;8.7;0.009;-0.013;0.023;0.014;-0.3;-5.2;-2.7;-1.8;4.7;7.1;0.046;-0.035;0.063;-0.065;-0.3;-3.1;0.2;-0.5
Eric LOCKETT;2024-25;Atomerőmű SE;71.7;17.2;21.7;29.6;-2.1;7.2;13.1;0.051;-0.045;0.027;-0.029;7.3;-5.1;-1.3;0.5;-14.5;-16.5;-0.022;0.045;-0.055;-0.024;-3.3;1.8;2.9;0.9
BOGNÁR Kristóf;2022-23;Szedeák;71.0;0.9;8.0;11.5;3.9;7.0;4.0;-0.021;-0.004;0.034;-0.061;0.6;0.0;-0.5;0.5;-1.0;-7.5;-0.033;0.036;-0.051;0.050;-1.3;5.7;0.0;-1.0
D'Mitrik TRICE;2022-23;ZTE;70.2;-0.4;-2.8;-3.7;1.0;2.6;2.0;-0.024;0.004;0.006;-0.077;-3.0;3.1;-2.1;-1.4;5.4;5.7;-0.008;-0.025;0.039;-0.030;-1.7;6.9;0.0;-1.8
Tony HICKS;2023-24;ZTE;70.2;-2.9;5.5;8.1;4.4;8.3;4.8;-0.002;0.022;0.020;-0.033;-0.1;4.5;-1.3;-0.4;2.8;-3.3;0.021;-0.032;-0.009;0.019;-1.9;-0.8;0.0;-0.6
Bojan SUBOTIĆ;2024-25;Szolnok;70.1;3.9;-0.4;-0.5;0.0;0.9;1.2;0.019;-0.030;-0.003;-0.017;2.6;-0.2;0.0;-0.3;1.3;1.7;0.024;-0.031;0.031;-0.043;-2.3;-0.3;1.2;0.6
Isaiah PHILMORE;2022-23;Alba Fehérvár;70.1;10.0;3.0;3.8;2.4;4.7;2.4;-0.001;0.020;0.010;-0.040;-2.9;1.3;-1.7;0.3;1.7;-1.4;0.027;-0.021;0.007;-0.078;2.0;-2.7;0.0;0.5
Tomislav GABRIĆ;2022-23;Kaposvár;69.9;-3.1;2.7;4.0;2.9;10.9;10.7;-0.013;0.029;0.060;-0.008;2.5;2.7;0.5;-2.8;8.2;6.7;0.025;-0.044;0.008;0.042;4.5;6.6;0.0;-1.0
PERL Zoltán;2022-23;Falco KC;69.8;14.2;7.5;10.5;-0.9;3.6;6.4;0.016;-0.042;-0.020;0.036;0.1;-5.1;-3.9;1.7;-3.9;-4.1;-0.017;0.011;-0.034;0.032;-0.3;8.3;0.0;0.7
Fardaws AIMAQ;2024-25;Szolnok;69.8;7.7;12.1;16.2;-0.4;5.2;7.6;0.031;-0.056;0.044;-0.064;7.9;0.2;1.7;-0.4;-6.9;-8.6;0.029;-0.060;0.017;-0.131;-8.9;-5.1;1.2;-1.3
Jordan BARNETT;2022-23;Sopron;69.5;4.1;4.5;6.4;-0.2;2.1;3.4;0.017;-0.033;0.011;0.018;1.4;-5.6;-0.6;-0.8;-2.4;-3.0;-0.008;-0.008;-0.004;0.045;-4.1;-5.6;0.0;0.9
Rytis PIPIRAS;2024-25;Körmend;69.0;-3.0;2.8;3.8;0.9;-1.0;-2.8;-0.069;0.083;0.011;-0.082;-6.2;3.9;-1.7;1.5;-3.9;-6.7;-0.011;0.008;-0.021;-0.019;-3.1;-5.4;0.7;-3.0
Kassim NICHOLSON;2023-24;Atomerőmű SE;69.0;-1.5;4.9;6.9;4.3;9.7;6.6;0.020;-0.019;0.029;0.002;4.0;-5.1;-1.6;1.2;4.8;-0.3;0.029;-0.012;0.000;-0.011;1.0;-9.7;0.0;-1.6
VOJVODA Dávid;2022-23;Alba Fehérvár;69.0;7.9;-4.0;-5.4;-0.9;0.4;1.9;0.028;0.001;-0.009;0.060;0.6;2.6;-0.3;0.3;4.4;7.3;0.014;-0.012;0.057;0.015;-0.3;-0.2;0.0;1.7
Greg LEE;2024-25;Kecskemét;68.9;-4.6;2.1;3.0;0.6;4.3;5.2;0.015;-0.061;0.007;0.027;-1.1;-3.0;-2.1;-2.2;2.3;2.2;-0.017;0.011;0.036;-0.076;-3.0;-2.6;-0.5;-1.0
PONGÓ Máté;2024-25;DEAC;68.7;3.4;8.3;11.4;-2.9;-0.1;4.0;-0.035;0.035;0.032;-0.016;-1.2;7.2;-1.1;-0.6;-8.4;-7.3;-0.045;0.033;-0.005;-0.097;-2.8;-0.2;2.5;1.1
Isiah BROWN;2023-24;Bp. Honvéd;68.6;0.8;8.5;11.9;1.5;7.3;7.9;0.082;-0.125;0.019;0.011;-3.1;-5.0;-2.8;2.3;-1.2;-4.0;0.011;0.009;0.010;-0.021;-1.4;-1.2;0.0;0.6
Strahinja JOVANOVIĆ;2024-25;Szolnok;68.5;2.7;-4.2;-5.9;2.3;2.1;-0.7;0.008;-0.015;0.013;0.022;3.3;1.7;2.9;-0.7;6.3;5.1;0.016;-0.039;0.034;0.016;-4.0;4.1;-0.1;1.1
Duane WILSON;2024-25;Oroszlány;68.3;-7.6;-1.4;-2.0;-0.9;0.3;1.8;0.032;-0.061;-0.004;-0.042;-2.4;-0.8;-2.6;-0.1;1.7;3.7;-0.022;0.030;0.077;-0.045;-5.3;1.2;1.3;0.9
Jabril DURHAM;2022-23;Szolnok;68.3;9.0;2.3;2.8;1.9;5.5;4.5;0.044;-0.052;0.029;0.024;0.5;-5.7;1.7;-0.5;3.2;1.7;-0.025;0.024;0.005;-0.054;4.0;-3.7;0.0;-0.1
Petar RAKIĆEVIĆ;2024-25;Kecskemét;68.2;-2.9;7.4;10.5;0.4;3.8;4.8;0.074;-0.090;0.044;-0.028;-0.7;3.4;0.3;-1.8;-3.6;-5.7;-0.007;-0.002;-0.017;-0.089;-5.9;-6.3;-0.9;-2.3
Rudi WILLIAMS;2024-25;Körmend;68.1;-0.3;11.3;15.0;-0.5;8.3;11.7;0.027;-0.057;0.043;-0.035;3.4;-11.2;-1.2;0.6;-3.0;-3.3;0.038;-0.019;-0.028;-0.042;-1.0;-0.1;-1.9;-0.7
Danilo OSTOJIĆ;2024-25;DEAC;68.0;3.2;7.4;10.3;1.2;6.8;7.8;0.056;-0.023;0.035;0.094;-0.5;-0.2;1.1;-0.7;-0.5;-2.5;-0.020;0.008;0.020;-0.064;-3.7;5.6;1.4;-0.6
Fahrudin MANJGAFIĆ;2023-24;NKA Pécs;67.7;1.3;5.4;7.3;3.5;14.9;15.0;-0.045;0.039;0.065;0.012;2.3;-0.6;-0.3;-0.5;9.5;7.7;0.034;-0.015;0.035;-0.031;5.1;5.3;0.0;-1.2
Kyle RIDDLEY;2023-24;Oroszlány;67.7;-1.6;-7.8;-10.3;1.8;-1.5;-4.8;-0.017;-0.004;-0.011;0.052;-9.0;0.1;-0.3;-0.7;6.3;5.5;0.010;0.012;0.020;0.053;-1.7;1.4;0.0;0.6
Khalid THOMAS;2023-24;Oroszlány;67.5;0.5;-1.3;-1.8;2.4;6.9;5.5;-0.013;0.018;0.021;0.003;-0.1;4.8;-0.9;1.8;8.2;7.3;-0.001;0.020;0.024;0.026;-0.1;-0.4;0.0;0.1
BENKE Szilárd;2024-25;Atomerőmű SE;67.3;12.9;5.8;7.7;0.6;3.2;3.5;0.028;-0.014;0.008;0.009;-0.4;-0.4;-0.9;0.7;-2.5;-4.2;-0.013;-0.005;-0.006;-0.028;0.7;-5.0;1.3;1.3
Dayon GRIFFIN;2023-24;Sopron;67.1;-8.8;-9.0;-12.1;2.5;-2.7;-7.4;0.014;-0.021;0.036;-0.073;-4.0;0.4;5.1;1.1;6.3;4.7;0.004;0.014;0.016;-0.049;5.1;0.4;0.0;1.0
Liam O'REILLY;2022-23;ZTE;66.7;7.3;20.7;28.8;4.8;18.6;18.3;0.009;0.022;0.104;-0.054;3.6;16.1;-0.1;-0.5;-2.1;-10.5;0.005;0.003;-0.040;-0.054;5.1;-0.7;0.0;2.3
FERENCZ Csaba;2024-25;Körmend;66.5;-0.8;9.2;12.2;-0.5;6.5;9.4;0.038;-0.004;0.050;0.019;2.0;-0.2;0.1;1.4;-2.7;-2.7;-0.013;0.009;-0.002;0.009;-0.6;0.1;0.6;-0.6
Jay Jay CHANDLER;2024-25;Atomerőmű SE;66.4;13.1;6.0;7.8;1.5;5.4;4.7;-0.009;0.033;0.007;0.039;-3.5;-5.8;-0.6;0.2;-0.6;-3.1;-0.044;0.038;0.022;-0.019;-2.8;-1.2;2.1;-0.8
RUJÁK András;2024-25;Oroszlány;66.1;-5.3;5.7;7.9;0.2;1.4;1.6;0.023;-0.005;0.018;-0.061;1.8;2.9;0.8;-0.8;-4.4;-6.2;0.024;-0.003;0.008;-0.074;-4.3;-2.6;1.7;-0.7
Quenton DECOSEY;2022-23;Alba Fehérvár;66.1;9.8;2.1;2.6;2.0;1.7;-0.8;0.047;-0.029;-0.002;-0.024;-1.0;-6.3;0.2;1.1;-0.4;-3.4;0.025;0.003;-0.004;-0.027;0.4;-2.8;0.0;-0.3
EILINGSFELD János;2022-23;Atomerőmű SE;66.0;3.1;7.5;10.2;0.7;5.5;6.3;0.017;-0.034;0.010;0.036;7.5;6.9;0.3;1.4;-2.0;-3.9;-0.048;0.021;-0.001;-0.026;-7.4;-0.5;0.0;0.3
James EADS;2023-24;Szolnok;65.9;1.2;5.1;7.1;3.5;9.7;7.9;0.023;-0.026;0.031;0.057;0.1;2.2;-0.5;1.0;4.6;0.8;-0.011;-0.008;0.017;-0.097;0.7;4.7;0.0;0.5
WITTMANN Krisztián;2024-25;Kecskemét;65.8;-3.2;6.2;8.8;0.1;1.7;2.2;-0.025;0.011;-0.016;0.039;-3.5;1.7;-3.3;-0.8;-4.5;-6.6;-0.029;0.020;-0.037;-0.080;3.7;-7.2;1.3;-2.5
Malik MORGAN;2023-24;Körmend;65.6;-1.2;8.4;11.6;2.7;14.0;14.9;0.006;-0.007;0.052;-0.057;3.9;2.2;-3.7;-2.3;5.6;3.3;-0.031;0.032;0.050;-0.052;-0.6;6.2;0.0;-1.0
PONGÓ Marcell;2022-23;Alba Fehérvár;65.5;8.4;-2.2;-3.3;1.3;-1.4;-4.1;-0.050;0.053;0.003;-0.082;-4.7;1.1;0.3;2.0;0.8;-0.8;-0.007;0.036;-0.002;0.003;-0.6;5.1;0.0;0.3
MÓCSÁN Bálint;2023-24;DEAC;65.4;-3.1;1.8;2.5;0.4;1.2;1.1;-0.010;0.030;-0.002;0.016;-1.0;3.7;-0.8;0.2;-0.6;-1.4;0.003;-0.011;0.016;0.034;-1.5;1.6;0.0;-1.2
Isaiah PHILMORE;2023-24;Alba Fehérvár;65.2;11.0;2.9;3.4;3.1;6.9;4.2;-0.005;0.021;0.013;0.023;-2.4;-2.3;0.2;-2.1;4.0;0.8;0.016;-0.007;0.025;0.003;1.2;0.9;0.0;-0.8
Ilija ĐOKOVIĆ;2023-24;Bp. Honvéd;65.1;2.0;11.2;15.8;3.0;7.7;6.3;-0.034;0.083;0.021;-0.030;1.0;7.3;-0.4;-0.7;-3.5;-9.5;0.012;-0.008;-0.038;0.014;-1.0;-3.9;0.0;-1.4
Dustin THOMAS;2023-24;Szolnok;64.7;1.0;4.3;6.1;4.8;6.3;1.3;0.050;-0.050;0.015;0.075;-3.8;6.6;1.3;1.0;2.0;-4.8;0.018;-0.032;-0.002;-0.122;-2.9;2.8;0.0;-1.9
WITTMANN Krisztián;2023-24;Kecskemét;64.7;-0.9;2.9;3.9;-3.8;-3.4;1.1;-0.060;0.078;0.005;0.025;-2.4;7.2;-0.5;-0.4;-6.3;-2.8;0.031;-0.061;-0.020;0.146;-4.0;1.0;0.0;1.8
MELEG Gergő;2024-25;NKA Pécs;64.6;-1.2;-5.1;-7.0;0.0;-2.0;-2.7;0.030;-0.040;-0.032;0.004;1.1;10.8;-0.3;-0.7;3.1;4.3;0.019;-0.026;0.058;0.023;-4.9;6.2;0.4;0.4
Matt TIBY;2022-23;Falco KC;64.4;16.3;12.2;16.2;4.3;11.8;9.4;-0.005;0.023;0.051;-0.040;-1.5;6.2;-2.1;0.2;-0.4;-6.8;0.034;-0.019;-0.044;0.020;2.1;-5.0;0.0;0.6
Kemal KARAHODŽIĆ;2022-23;Kecskemét;64.3;-0.7;3.8;5.7;5.6;5.2;-1.1;0.007;0.023;-0.020;0.048;1.3;6.5;0.5;0.7;1.4;-6.8;-0.016;0.007;-0.015;0.011;-4.7;2.1;0.0;0.5
Ronald JACKSON;2023-24;Kaposvár;64.1;-2.3;5.0;7.0;0.1;2.6;3.4;0.017;-0.005;0.011;-0.013;4.1;-10.0;0.9;2.0;-2.4;-3.6;0.008;-0.007;-0.002;-0.013;-0.6;3.4;0.0;-0.1
Noah DICKERSON;2024-25;Oroszlány;63.9;-2.5;13.0;17.6;-0.9;4.9;7.8;0.042;-0.062;0.047;0.014;6.7;2.9;1.6;1.5;-8.1;-9.8;-0.051;0.028;-0.024;-0.096;-4.8;-4.5;-0.8;-1.0
KELLER Iván;2022-23;ZTE;63.4;2.8;6.4;8.7;0.0;2.3;3.0;-0.005;0.015;0.026;0.034;-0.4;-3.2;2.0;-0.3;-4.1;-5.7;-0.006;0.012;-0.012;0.016;1.0;-0.8;0.0;0.3
DEMETER Attila;2022-23;Bp. Honvéd;63.1;-7.3;0.5;0.3;-2.2;-4.2;-2.6;0.001;-0.012;-0.023;-0.042;2.1;-2.4;-0.6;0.5;-4.7;-2.9;-0.051;0.022;0.011;-0.004;-1.2;-2.6;0.0;-2.2
Wesley PERSON;2022-23;Szedeák;63.0;1.4;7.7;10.7;-1.0;3.9;7.0;-0.019;0.021;0.016;0.063;-1.7;2.4;-1.2;0.4;-3.8;-3.7;0.025;-0.023;-0.025;-0.016;1.8;-1.2;0.0;1.3
Bojan SUBOTIĆ;2022-23;Szolnok;63.0;11.2;7.9;10.5;4.9;8.5;3.9;0.041;-0.037;0.016;0.033;3.2;-3.5;0.8;-1.0;0.6;-6.6;-0.014;0.022;-0.014;-0.072;2.5;0.2;0.0;-2.0
Stefan KENIĆ;2024-25;Oroszlány;63.0;-8.8;-4.2;-5.9;-1.2;1.1;3.2;0.037;-0.032;0.002;-0.001;0.2;1.3;-1.2;-0.2;5.3;9.1;0.025;-0.016;0.056;-0.062;4.3;0.4;0.0;1.9
KELLER Ákos;2022-23;Falco KC;62.9;13.6;4.4;5.5;2.7;6.1;4.1;-0.035;0.032;0.030;-0.007;-5.8;-1.1;-1.0;-0.1;1.7;-1.4;-0.033;0.005;0.016;-0.010;-1.6;0.2;0.0;-0.4
KJ JACKSON;2024-25;Sopron;62.6;4.6;7.1;9.7;1.5;4.2;3.5;-0.036;0.010;0.006;-0.028;-0.7;-7.6;-1.4;-2.3;-2.9;-6.1;-0.021;-0.001;-0.020;-0.035;0.9;-2.5;1.7;-1.2
James DICKEY;2023-24;Alba Fehérvár;62.6;14.1;10.9;14.0;3.4;9.6;7.4;0.017;-0.026;0.048;-0.014;3.4;4.8;0.6;4.5;-1.3;-6.6;-0.076;0.047;-0.020;-0.125;-1.3;-1.4;0.0;-0.7
Rastko DRAMIĆANIN;2022-23;Kecskemét;62.4;-1.7;1.0;1.2;-2.5;0.9;4.9;0.005;-0.009;0.017;-0.038;2.2;1.2;-1.2;2.0;-0.1;3.7;-0.005;0.017;0.015;-0.034;1.1;-1.4;0.0;-0.5
Matt TIBY;2023-24;Falco KC;62.4;24.0;9.3;11.6;2.9;7.2;5.0;0.015;-0.015;0.032;-0.016;1.4;4.2;0.3;0.9;-2.1;-6.6;-0.010;0.006;-0.025;-0.009;-4.8;0.6;0.0;-0.1
Mitchell SMITH;2022-23;ZTE;62.2;2.5;5.4;7.3;2.9;4.4;1.3;0.011;-0.028;-0.002;0.027;3.6;0.8;0.9;0.2;-1.0;-6.0;-0.063;0.047;-0.010;-0.029;-4.4;-1.0;0.0;-1.4
SIMON Kristóf;2022-23;Bp. Honvéd;62.2;-4.6;7.5;9.6;-3.2;-0.2;4.0;-0.038;0.033;0.023;0.010;-2.4;-0.5;0.8;1.1;-7.7;-5.6;-0.023;-0.014;-0.020;-0.021;1.3;-1.0;0.0;-1.0
Mário IHRING;2023-24;Atomerőmű SE;62.1;-0.6;6.4;8.9;3.9;9.3;6.7;0.014;0.007;0.029;-0.058;4.4;1.9;-0.1;2.5;2.9;-2.2;0.023;-0.006;0.008;0.019;1.5;-3.4;0.0;-0.3
Petar RAKIĆEVIĆ;2022-23;ZTE;62.0;-0.8;-3.4;-4.5;-2.9;-2.5;1.1;0.017;-0.030;0.005;0.041;-2.4;-6.6;-1.3;1.8;0.9;5.6;0.020;0.010;0.004;0.049;-2.6;-3.9;0.0;-1.0
TANOH DEZ András;2022-23;Bp. Honvéd;61.7;-6.9;1.5;2.8;3.2;4.3;1.5;0.043;-0.051;0.022;0.003;1.1;-5.5;1.3;0.2;2.8;-1.3;0.054;-0.029;-0.008;-0.044;-1.1;-5.1;0.0;1.2
