Játékos;Szezon;Csapat;G;Min;Min PG;PTS;PTS PG;PTS 100;Close made;Close att.;Close made PG;Close att. PG;Close made 100;Close att. 100;Close %;Mid. made;Mid. att.;Mid. made PG;Mid. att. PG;Mid. made 100;Mid. att. 100;Mid. %;2P made;2P att.;2P made PG;2P att. PG;2P made 100;2P att. 100;2P%;3P made;3P att.;3P made PG;3P att. PG;3P made 100;3P att. 100;3P%;FG made;FG att.;FG made PG;FG att. PG;FG made 100;FG att. 100;FG%;EFG%;FT made;FT att.;FT made PG;FT att. PG;FT made 100;FT att. 100;FT%;TS%;Close att. rate;Mid. att. rate;3P att. rate;FT rate
EILINGSFELD János;2023-24;Atomerőmű SE;11;233;21.2;97;8.8;21.6;30;52;2.7;4.7;6.7;11.6;0.577;6;16;0.5;1.5;1.3;3.6;0.375;36;68;3.3;6.2;8.0;15.2;0.529;6;20;0.5;1.8;1.3;4.5;0.300;42;88;3.8;8.0;9.4;19.6;0.477;0.511;7;9;0.6;0.8;1.6;2.0;0.778;0.527;59.1;18.2;22.7;0.10
KENÉZ Csaba;2022-23;DEAC;22;231;10.5;66;3.0;16.0;17;30;0.8;1.4;4.1;7.3;0.567;2;2;0.1;0.1;0.5;0.5;1.000;19;32;0.9;1.5;4.6;7.8;0.594;8;17;0.4;0.8;1.9;4.1;0.471;27;49;1.2;2.2;6.6;11.9;0.551;0.633;4;8;0.2;0.4;1.0;1.9;0.500;0.627;61.2;4.1;34.7;0.16
CSENDES Péter;2022-23;Sopron;24;224;9.3;58;2.4;14.5;2;6;0.1;0.3;0.5;1.5;0.333;3;4;0.1;0.2;0.8;1.0;0.750;5;10;0.2;0.4;1.3;2.5;0.500;14;40;0.6;1.7;3.5;10.0;0.350;19;50;0.8;2.1;4.7;12.5;0.380;0.520;6;7;0.3;0.3;1.5;1.7;0.857;0.546;12.0;8.0;80.0;0.14
LADOS Erik;2023-24;NKA Pécs;25;224;9.0;55;2.2;13.0;7;13;0.3;0.5;1.7;3.1;0.538;0;2;0.0;0.1;0.0;0.5;0.000;7;15;0.3;0.6;1.7;3.5;0.467;12;30;0.5;1.2;2.8;7.1;0.400;19;45;0.8;1.8;4.5;10.6;0.422;0.556;5;6;0.2;0.2;1.2;1.4;0.833;0.577;28.9;4.4;66.7;0.13
KOVÁCS Ádám;2022-23;Szedeák;17;220;12.9;46;2.7;11.5;8;18;0.5;1.1;2.0;4.5;0.444;7;15;0.4;0.9;1.8;3.7;0.467;15;33;0.9;1.9;3.7;8.2;0.455;4;17;0.2;1.0;1.0;4.2;0.235;19;50;1.1;2.9;4.7;12.5;0.380;0.420;4;4;0.2;0.2;1.0;1.0;1.000;0.444;36.0;30.0;34.0;0.08
POLÁNYI Kristóf;2024-25;Szedeák;32;220;6.9;71;2.2;18.0;7;10;0.2;0.3;1.8;2.5;0.700;1;3;0.0;0.1;0.3;0.8;0.333;8;13;0.3;0.4;2.0;3.3;0.615;18;53;0.6;1.7;4.6;13.5;0.340;26;66;0.8;2.1;6.6;16.8;0.394;0.530;1;1;0.0;0.0;0.3;0.3;1.000;0.534;15.2;4.5;80.3;0.02
NEUWIRTH Bence;2024-25;DEAC;24;219;9.1;57;2.4;14.5;6;10;0.3;0.4;1.5;2.6;0.600;0;2;0.0;0.1;0.0;0.5;0.000;6;12;0.3;0.5;1.5;3.1;0.500;14;39;0.6;1.6;3.6;10.0;0.359;20;51;0.8;2.1;5.1;13.0;0.392;0.529;3;6;0.1;0.3;0.8;1.5;0.500;0.531;19.6;3.9;76.5;0.12
Zane KNOWLES;2023-24;Atomerőmű SE;14;217;15.5;106;7.6;25.8;43;70;3.1;5.0;10.5;17.1;0.614;0;0;0.0;0.0;0.0;0.0;;43;70;3.1;5.0;10.5;17.1;0.614;0;0;0.0;0.0;0.0;0.0;;43;70;3.1;5.0;10.5;17.1;0.614;0.614;20;39;1.4;2.8;4.9;9.5;0.513;0.605;100.0;0.0;0.0;0.56
Sidiki KONÉ;2022-23;NYBS;16;216;13.5;77;4.8;19.0;28;60;1.8;3.8;6.9;14.8;0.467;2;3;0.1;0.2;0.5;0.7;0.667;30;63;1.9;3.9;7.4;15.6;0.476;0;0;0.0;0.0;0.0;0.0;;30;63;1.9;3.9;7.4;15.6;0.476;0.476;17;30;1.1;1.9;4.2;7.4;0.567;0.503;95.2;4.8;0.0;0.48
Kimani LAWRENCE;2023-24;Kecskemét;11;213;19.4;152;13.8;38.7;57;89;5.2;8.1;14.5;22.7;0.640;6;13;0.5;1.2;1.5;3.3;0.462;63;102;5.7;9.3;16.0;26.0;0.618;0;1;0.0;0.1;0.0;0.3;0.000;63;103;5.7;9.4;16.0;26.2;0.612;0.612;26;51;2.4;4.6;6.6;13.0;0.510;0.603;86.4;12.6;1.0;0.50
Nigel JOHNSON;2024-25;PVSK;6;212;35.3;82;13.7;20.2;11;30;1.8;5.0;2.7;7.4;0.367;3;5;0.5;0.8;0.7;1.2;0.600;14;35;2.3;5.8;3.4;8.6;0.400;12;25;2.0;4.2;3.0;6.1;0.480;26;60;4.3;10.0;6.4;14.7;0.433;0.533;18;28;3.0;4.7;4.4;6.9;0.643;0.565;50.0;8.3;41.7;0.47
DÓCS Benedek;2024-25;Bp. Honvéd;22;210;9.5;37;1.7;9.7;10;21;0.5;1.0;2.6;5.5;0.476;3;8;0.1;0.4;0.8;2.1;0.375;13;29;0.6;1.3;3.4;7.6;0.448;2;10;0.1;0.5;0.5;2.6;0.200;15;39;0.7;1.8;3.9;10.2;0.385;0.410;5;6;0.2;0.3;1.3;1.6;0.833;0.444;53.8;20.5;25.6;0.15
Derrick WOODS;2023-24;Atomerőmű SE;8;204;25.5;91;11.4;24.9;34;50;4.3;6.3;9.3;13.7;0.680;0;3;0.0;0.4;0.0;0.8;0.000;34;53;4.3;6.6;9.3;14.5;0.642;3;9;0.4;1.1;0.8;2.5;0.333;37;62;4.6;7.8;10.1;17.0;0.597;0.621;14;19;1.8;2.4;3.8;5.2;0.737;0.645;80.6;4.8;14.5;0.31
A.J. JOHN;2023-24;Oroszlány;7;204;29.1;55;7.9;14.6;9;27;1.3;3.9;2.4;7.1;0.333;1;4;0.1;0.6;0.3;1.1;0.250;10;31;1.4;4.4;2.7;8.2;0.323;9;32;1.3;4.6;2.4;8.5;0.281;19;63;2.7;9.0;5.0;16.7;0.302;0.373;8;12;1.1;1.7;2.1;3.2;0.667;0.402;42.9;6.3;50.8;0.19
DOKTOR Péter;2022-23;Körmend;26;201;7.7;54;2.1;14.6;12;20;0.5;0.8;3.2;5.4;0.600;0;2;0.0;0.1;0.0;0.5;0.000;12;22;0.5;0.8;3.2;5.9;0.545;8;19;0.3;0.7;2.2;5.1;0.421;20;41;0.8;1.6;5.4;11.1;0.488;0.585;6;9;0.2;0.3;1.6;2.4;0.667;0.599;48.8;4.9;46.3;0.22
GARAMVÖLGYI Ákos;2023-24;DEAC;16;200;12.5;30;1.9;8.5;7;16;0.4;1.0;2.0;4.5;0.438;0;0;0.0;0.0;0.0;0.0;;7;16;0.4;1.0;2.0;4.5;0.438;4;21;0.3;1.3;1.1;5.9;0.190;11;37;0.7;2.3;3.1;10.5;0.297;0.351;4;6;0.3;0.4;1.1;1.7;0.667;0.378;43.2;0.0;56.8;0.16
ANDA Dávid;2024-25;Szedeák;24;197;8.2;84;3.5;23.8;32;51;1.3;2.1;9.1;14.5;0.627;2;9;0.1;0.4;0.6;2.6;0.222;34;60;1.4;2.5;9.7;17.0;0.567;0;0;0.0;0.0;0.0;0.0;;34;60;1.4;2.5;9.7;17.0;0.567;0.567;16;26;0.7;1.1;4.5;7.4;0.615;0.586;85.0;15.0;0.0;0.43
CSUTI Kornél;2022-23;ZTE;32;195;6.1;83;2.6;23.0;33;48;1.0;1.5;9.1;13.3;0.688;3;6;0.1;0.2;0.8;1.7;0.500;36;54;1.1;1.7;10.0;15.0;0.667;0;2;0.0;0.1;0.0;0.6;0.000;36;56;1.1;1.8;10.0;15.5;0.643;0.643;11;14;0.3;0.4;3.1;3.9;0.786;0.666;85.7;10.7;3.6;0.25
TÓTH Barna;2022-23;Kecskemét;19;193;10.2;59;3.1;16.9;12;21;0.6;1.1;3.4;6.0;0.571;1;5;0.1;0.3;0.3;1.4;0.200;13;26;0.7;1.4;3.7;7.5;0.500;7;31;0.4;1.6;2.0;8.9;0.226;20;57;1.1;3.0;5.7;16.4;0.351;0.412;12;13;0.6;0.7;3.4;3.7;0.923;0.469;36.8;8.8;54.4;0.23
SÖVEGJÁRTÓ Ábel;2023-24;Atomerőmű SE;20;192;9.6;31;1.6;8.7;2;3;0.1;0.2;0.6;0.8;0.667;0;2;0.0;0.1;0.0;0.6;0.000;2;5;0.1;0.3;0.6;1.4;0.400;9;22;0.5;1.1;2.5;6.1;0.409;11;27;0.6;1.4;3.1;7.5;0.407;0.574;0;0;0.0;0.0;0.0;0.0;;0.574;11.1;7.4;81.5;0.00
FLASÁR Zalán;2024-25;Sopron;25;190;7.6;73;2.9;20.8;26;37;1.0;1.5;7.4;10.5;0.703;1;1;0.0;0.0;0.3;0.3;1.000;27;38;1.1;1.5;7.7;10.8;0.711;0;0;0.0;0.0;0.0;0.0;;27;38;1.1;1.5;7.7;10.8;0.711;0.711;19;29;0.8;1.2;5.4;8.3;0.655;0.715;97.4;2.6;0.0;0.76
Jaylon TATE;2024-25;Szedeák;6;189;31.5;74;12.3;20.7;14;37;2.3;6.2;3.9;10.3;0.378;7;13;1.2;2.2;2.0;3.6;0.538;21;50;3.5;8.3;5.9;14.0;0.420;3;15;0.5;2.5;0.8;4.2;0.200;24;65;4.0;10.8;6.7;18.1;0.369;0.392;23;33;3.8;5.5;6.4;9.2;0.697;0.463;56.9;20.0;23.1;0.51
BENKE Krisztián;2023-24;NKA Pécs;19;188;9.9;40;2.1;11.2;13;21;0.7;1.1;3.6;5.9;0.619;0;3;0.0;0.2;0.0;0.8;0.000;13;24;0.7;1.3;3.6;6.7;0.542;2;16;0.1;0.8;0.6;4.5;0.125;15;40;0.8;2.1;4.2;11.2;0.375;0.400;8;11;0.4;0.6;2.2;3.1;0.727;0.445;52.5;7.5;40.0;0.28
KOLLÁR Bence;2024-25;NKA Pécs;15;187;12.5;55;3.7;15.7;12;22;0.8;1.5;3.4;6.3;0.545;0;0;0.0;0.0;0.0;0.0;;12;22;0.8;1.5;3.4;6.3;0.545;9;23;0.6;1.5;2.6;6.6;0.391;21;45;1.4;3.0;6.0;12.9;0.467;0.567;4;4;0.3;0.3;1.1;1.1;1.000;0.588;48.9;0.0;51.1;0.09
Jaycee HILLSMAN;2022-23;NYBS;6;186;31.0;83;13.8;24.2;9;21;1.5;3.5;2.6;6.1;0.429;2;8;0.3;1.3;0.6;2.3;0.250;11;29;1.8;4.8;3.2;8.5;0.379;12;34;2.0;5.7;3.5;9.9;0.353;23;63;3.8;10.5;6.7;18.4;0.365;0.460;25;26;4.2;4.3;7.3;7.6;0.962;0.556;33.3;12.7;54.0;0.41
Rakeem BUCKLES;2023-24;DEAC;11;186;16.9;72;6.5;21.5;12;28;1.1;2.5;3.6;8.4;0.429;1;5;0.1;0.5;0.3;1.5;0.200;13;33;1.2;3.0;3.9;9.9;0.394;10;24;0.9;2.2;3.0;7.2;0.417;23;57;2.1;5.2;6.9;17.1;0.404;0.491;16;24;1.5;2.2;4.8;7.2;0.667;0.531;49.1;8.8;42.1;0.42
Derek JACKSON;2023-24;Kaposvár;6;184;30.7;50;8.3;15.1;12;32;2.0;5.3;3.6;9.7;0.375;1;3;0.2;0.5;0.3;0.9;0.333;13;35;2.2;5.8;3.9;10.6;0.371;5;16;0.8;2.7;1.5;4.9;0.313;18;51;3.0;8.5;5.5;15.5;0.353;0.402;9;11;1.5;1.8;2.7;3.3;0.818;0.447;62.7;5.9;31.4;0.22
Marek DOLEŽAJ;2022-23;NYBS;8;181;22.6;44;5.5;12.9;11;17;1.4;2.1;3.2;5.0;0.647;0;3;0.0;0.4;0.0;0.9;0.000;11;20;1.4;2.5;3.2;5.8;0.550;3;17;0.4;2.1;0.9;5.0;0.176;14;37;1.8;4.6;4.1;10.8;0.378;0.419;13;17;1.6;2.1;3.8;5.0;0.765;0.493;45.9;8.1;45.9;0.46
BALÁZSI Soma;2022-23;DEAC;21;178;8.5;25;1.2;7.9;8;13;0.4;0.6;2.5;4.1;0.615;1;2;0.0;0.1;0.3;0.6;0.500;9;15;0.4;0.7;2.8;4.7;0.600;2;8;0.1;0.4;0.6;2.5;0.250;11;23;0.5;1.1;3.5;7.3;0.478;0.522;1;1;0.0;0.0;0.3;0.3;1.000;0.533;56.5;8.7;34.8;0.04
KRIVACSEVICS Markó;2022-23;Falco KC;25;176;7.0;78;3.1;24.4;27;42;1.1;1.7;8.5;13.1;0.643;2;5;0.1;0.2;0.6;1.6;0.400;29;47;1.2;1.9;9.1;14.7;0.617;0;3;0.0;0.1;0.0;0.9;0.000;29;50;1.2;2.0;9.1;15.6;0.580;0.580;20;42;0.8;1.7;6.3;13.1;0.476;0.566;84.0;10.0;6.0;0.84
FAZEKAS Máté;2022-23;Kecskemét;28;176;6.3;44;1.6;13.8;7;16;0.3;0.6;2.2;5.0;0.438;4;9;0.1;0.3;1.3;2.8;0.444;11;25;0.4;0.9;3.5;7.8;0.440;6;19;0.2;0.7;1.9;6.0;0.316;17;44;0.6;1.6;5.3;13.8;0.386;0.455;4;5;0.1;0.2;1.3;1.6;0.800;0.476;36.4;20.5;43.2;0.11
GILSZKI Erik;2022-23;Szolnok;24;175;7.3;20;0.8;6.4;0;1;0.0;0.0;0.0;0.3;0.000;1;4;0.0;0.2;0.3;1.3;0.250;1;5;0.0;0.2;0.3;1.6;0.200;5;23;0.2;1.0;1.6;7.4;0.217;6;28;0.3;1.2;1.9;9.0;0.214;0.304;3;4;0.1;0.2;1.0;1.3;0.750;0.336;3.6;14.3;82.1;0.14
Chico CARTER Jr.;2024-25;Oroszlány;5;174;34.8;62;12.4;19.3;9;21;1.8;4.2;2.8;6.6;0.429;1;3;0.2;0.6;0.3;0.9;0.333;10;24;2.0;4.8;3.1;7.5;0.417;10;28;2.0;5.6;3.1;8.7;0.357;20;52;4.0;10.4;6.2;16.2;0.385;0.481;12;15;2.4;3.0;3.7;4.7;0.800;0.528;40.4;5.8;53.8;0.29
GÁSPÁR Mátyás;2023-24;Oroszlány;23;173;7.5;33;1.4;9.9;14;29;0.6;1.3;4.2;8.7;0.483;0;0;0.0;0.0;0.0;0.0;;14;29;0.6;1.3;4.2;8.7;0.483;1;3;0.0;0.1;0.3;0.9;0.333;15;32;0.7;1.4;4.5;9.7;0.469;0.484;2;7;0.1;0.3;0.6;2.1;0.286;0.469;90.6;0.0;9.4;0.22
PAJOR Dávid;2023-24;Atomerőmű SE;16;168;10.5;26;1.6;8.5;1;3;0.1;0.2;0.3;1.0;0.333;0;1;0.0;0.1;0.0;0.3;0.000;1;4;0.1;0.3;0.3;1.3;0.250;8;19;0.5;1.2;2.6;6.2;0.421;9;23;0.6;1.4;3.0;7.5;0.391;0.565;0;0;0.0;0.0;0.0;0.0;;0.565;13.0;4.3;82.6;0.00
Devonte GREEN;2022-23;Atomerőmű SE;6;167;27.8;60;10.0;19.7;8;32;1.3;5.3;2.6;10.5;0.250;3;9;0.5;1.5;1.0;3.0;0.333;11;41;1.8;6.8;3.6;13.5;0.268;8;35;1.3;5.8;2.6;11.5;0.229;19;76;3.2;12.7;6.3;25.0;0.250;0.303;14;16;2.3;2.7;4.6;5.3;0.875;0.361;42.1;11.8;46.1;0.21
Selim FOFANA;2024-25;Sopron;6;167;27.8;57;9.5;19.3;12;28;2.0;4.7;4.1;9.5;0.429;2;4;0.3;0.7;0.7;1.4;0.500;14;32;2.3;5.3;4.7;10.8;0.438;5;24;0.8;4.0;1.7;8.1;0.208;19;56;3.2;9.3;6.4;19.0;0.339;0.384;14;19;2.3;3.2;4.7;6.4;0.737;0.442;50.0;7.1;42.9;0.34
MAYER Ákos;2024-25;Szedeák;22;166;7.5;28;1.3;9.3;8;17;0.4;0.8;2.7;5.7;0.471;0;3;0.0;0.1;0.0;1.0;0.000;8;20;0.4;0.9;2.7;6.7;0.400;1;11;0.0;0.5;0.3;3.7;0.091;9;31;0.4;1.4;3.0;10.3;0.290;0.306;9;17;0.4;0.8;3.0;5.7;0.529;0.362;54.8;9.7;35.5;0.55
Keenan GUMBS;2022-23;DEAC;8;165;20.6;74;9.3;25.0;11;25;1.4;3.1;3.7;8.4;0.440;4;7;0.5;0.9;1.4;2.4;0.571;15;32;1.9;4.0;5.1;10.8;0.469;10;30;1.3;3.8;3.4;10.1;0.333;25;62;3.1;7.8;8.4;20.9;0.403;0.484;14;21;1.8;2.6;4.7;7.1;0.667;0.518;40.3;11.3;48.4;0.34
Shane HENRY;2023-24;NKA Pécs;13;164;12.6;67;5.2;21.6;26;47;2.0;3.6;8.4;15.2;0.553;1;2;0.1;0.2;0.3;0.7;0.500;27;49;2.1;3.8;8.7;15.8;0.551;0;1;0.0;0.1;0.0;0.3;0.000;27;50;2.1;3.8;8.7;16.2;0.540;0.540;13;19;1.0;1.5;4.2;6.1;0.684;0.572;94.0;4.0;2.0;0.38
Nick BANYARD;2023-24;Sopron;7;161;23.0;54;7.7;18.1;17;33;2.4;4.7;5.7;11.1;0.515;0;13;0.0;1.9;0.0;4.4;0.000;17;46;2.4;6.6;5.7;15.5;0.370;0;2;0.0;0.3;0.0;0.7;0.000;17;48;2.4;6.9;5.7;16.1;0.354;0.354;20;35;2.9;5.0;6.7;11.8;0.571;0.424;68.8;27.1;4.2;0.73
FAZEKAS Máté;2023-24;Kaposvár;13;160;12.3;45;3.5;15.6;13;27;1.0;2.1;4.5;9.4;0.481;2;3;0.2;0.2;0.7;1.0;0.667;15;30;1.2;2.3;5.2;10.4;0.500;0;1;0.0;0.1;0.0;0.4;0.000;15;31;1.2;2.4;5.2;10.8;0.484;0.484;15;17;1.2;1.3;5.2;5.9;0.882;0.582;87.1;9.7;3.2;0.55
RÁTGÉBER Tamás;2024-25;NKA Pécs;14;158;11.3;26;1.9;9.0;5;9;0.4;0.6;1.7;3.1;0.556;2;4;0.1;0.3;0.7;1.4;0.500;7;13;0.5;0.9;2.4;4.5;0.538;3;24;0.2;1.7;1.0;8.3;0.125;10;37;0.7;2.6;3.5;12.9;0.270;0.311;3;3;0.2;0.2;1.0;1.0;1.000;0.339;24.3;10.8;64.9;0.08
MOKÁNSZKI Máté;2022-23;NYBS;12;154;12.8;37;3.1;12.5;9;23;0.8;1.9;3.0;7.8;0.391;0;2;0.0;0.2;0.0;0.7;0.000;9;25;0.8;2.1;3.0;8.4;0.360;3;10;0.3;0.8;1.0;3.4;0.300;12;35;1.0;2.9;4.1;11.8;0.343;0.386;10;10;0.8;0.8;3.4;3.4;1.000;0.468;65.7;5.7;28.6;0.29
KÖRMENDI Bence;2023-24;Kecskemét;16;152;9.5;12;0.8;4.4;1;1;0.1;0.1;0.4;0.4;1.000;0;3;0.0;0.2;0.0;1.1;0.000;1;4;0.1;0.3;0.4;1.5;0.250;3;21;0.2;1.3;1.1;7.7;0.143;4;25;0.3;1.6;1.5;9.1;0.160;0.220;1;2;0.1;0.1;0.4;0.7;0.500;0.232;4.0;12.0;84.0;0.08
Myles CARTER;2023-24;Körmend;6;152;25.3;51;8.5;18.6;17;30;2.8;5.0;6.2;10.9;0.567;1;7;0.2;1.2;0.4;2.6;0.143;18;37;3.0;6.2;6.6;13.5;0.486;3;7;0.5;1.2;1.1;2.6;0.429;21;44;3.5;7.3;7.7;16.0;0.477;0.511;6;13;1.0;2.2;2.2;4.7;0.462;0.512;68.2;15.9;15.9;0.30
Dayon GRIFFIN;2022-23;Szolnok;6;151;25.2;58;9.7;22.0;11;20;1.8;3.3;4.2;7.6;0.550;0;2;0.0;0.3;0.0;0.8;0.000;11;22;1.8;3.7;4.2;8.4;0.500;8;26;1.3;4.3;3.0;9.9;0.308;19;48;3.2;8.0;7.2;18.2;0.396;0.479;12;15;2.0;2.5;4.6;5.7;0.800;0.530;41.7;4.2;54.2;0.31
MEZŐFI Márk;2024-25;NKA Pécs;16;150;9.4;52;3.3;19.2;8;10;0.5;0.6;3.0;3.7;0.800;0;1;0.0;0.1;0.0;0.4;0.000;8;11;0.5;0.7;3.0;4.1;0.727;10;20;0.6;1.3;3.7;7.4;0.500;18;31;1.1;1.9;6.6;11.4;0.581;0.742;6;7;0.4;0.4;2.2;2.6;0.857;0.761;32.3;3.2;64.5;0.23
KÉKESI Kolos;2023-24;Atomerőmű SE;19;149;7.8;49;2.6;17.9;3;8;0.2;0.4;1.1;2.9;0.375;2;3;0.1;0.2;0.7;1.1;0.667;5;11;0.3;0.6;1.8;4.0;0.455;12;26;0.6;1.4;4.4;9.5;0.462;17;37;0.9;1.9;6.2;13.5;0.459;0.622;3;3;0.2;0.2;1.1;1.1;1.000;0.639;21.6;8.1;70.3;0.08
Quinton GREEN;2023-24;ZTE;8;148;18.5;48;6.0;17.6;13;17;1.6;2.1;4.8;6.2;0.765;1;3;0.1;0.4;0.4;1.1;0.333;14;20;1.8;2.5;5.1;7.3;0.700;4;29;0.5;3.6;1.5;10.6;0.138;18;49;2.3;6.1;6.6;18.0;0.367;0.408;8;11;1.0;1.4;2.9;4.0;0.727;0.445;34.7;6.1;59.2;0.22
Darrin GOVENS;2023-24;Atomerőmű SE;5;145;29.0;70;14.0;26.5;8;12;1.6;2.4;3.0;4.5;0.667;2;2;0.4;0.4;0.8;0.8;1.000;10;14;2.0;2.8;3.8;5.3;0.714;11;23;2.2;4.6;4.2;8.7;0.478;21;37;4.2;7.4;8.0;14.0;0.568;0.716;17;21;3.4;4.2;6.4;8.0;0.810;0.753;32.4;5.4;62.2;0.57
SÁGODI Róbert;2023-24;DEAC;11;145;13.2;26;2.4;10.1;6;13;0.5;1.2;2.3;5.0;0.462;0;2;0.0;0.2;0.0;0.8;0.000;6;15;0.5;1.4;2.3;5.8;0.400;3;20;0.3;1.8;1.2;7.7;0.150;9;35;0.8;3.2;3.5;13.5;0.257;0.300;5;8;0.5;0.7;1.9;3.1;0.625;0.337;37.1;5.7;57.1;0.23
HERGER Salamon;2024-25;NKA Pécs;18;144;8.0;30;1.7;11.3;10;20;0.6;1.1;3.8;7.6;0.500;0;1;0.0;0.1;0.0;0.4;0.000;10;21;0.6;1.2;3.8;7.9;0.476;0;0;0.0;0.0;0.0;0.0;;10;21;0.6;1.2;3.8;7.9;0.476;0.476;10;11;0.6;0.6;3.8;4.2;0.909;0.578;95.2;4.8;0.0;0.52
Ibrahim SYLLA;2023-24;Körmend;10;143;14.3;46;4.6;17.6;18;25;1.8;2.5;6.9;9.6;0.720;2;2;0.2;0.2;0.8;0.8;1.000;20;27;2.0;2.7;7.6;10.3;0.741;0;0;0.0;0.0;0.0;0.0;;20;27;2.0;2.7;7.6;10.3;0.741;0.741;6;11;0.6;1.1;2.3;4.2;0.545;0.720;92.6;7.4;0.0;0.41
Prince ODURO;2024-25;Atomerőmű SE;6;142;23.7;37;6.2;14.0;17;27;2.8;4.5;6.4;10.2;0.630;1;2;0.2;0.3;0.4;0.8;0.500;18;29;3.0;4.8;6.8;11.0;0.621;0;0;0.0;0.0;0.0;0.0;;18;29;3.0;4.8;6.8;11.0;0.621;0.621;1;3;0.2;0.5;0.4;1.1;0.333;0.610;93.1;6.9;0.0;0.10
Marko ŠINIK;2024-25;Kecskemét;5;142;28.5;62;12.4;24.4;16;29;3.2;5.8;6.3;11.4;0.552;1;1;0.2;0.2;0.4;0.4;1.000;17;30;3.4;6.0;6.7;11.8;0.567;6;25;1.2;5.0;2.4;9.8;0.240;23;55;4.6;11.0;9.0;21.6;0.418;0.473;10;13;2.0;2.6;3.9;5.1;0.769;0.509;52.7;1.8;45.5;0.24
VERASZTÓ Péter;2023-24;Falco KC;32;141;4.4;44;1.4;16.7;2;13;0.1;0.4;0.8;4.9;0.154;1;2;0.0;0.1;0.4;0.8;0.500;3;15;0.1;0.5;1.1;5.7;0.200;11;21;0.3;0.7;4.2;8.0;0.524;14;36;0.4;1.1;5.3;13.6;0.389;0.542;5;9;0.2;0.3;1.9;3.4;0.556;0.549;36.1;5.6;58.3;0.25
Quentin HARDRICT;2024-25;Bp. Honvéd;6;137;22.9;51;8.5;20.5;13;32;2.2;5.3;5.2;12.9;0.406;2;5;0.3;0.8;0.8;2.0;0.400;15;37;2.5;6.2;6.0;14.9;0.405;4;12;0.7;2.0;1.6;4.8;0.333;19;49;3.2;8.2;7.7;19.7;0.388;0.429;9;14;1.5;2.3;3.6;5.6;0.643;0.461;65.3;10.2;24.5;0.29
MAYER Ákos;2023-24;Szedeák;19;131;6.9;29;1.5;11.3;8;17;0.4;0.9;3.1;6.6;0.471;0;5;0.0;0.3;0.0;2.0;0.000;8;22;0.4;1.2;3.1;8.6;0.364;4;8;0.2;0.4;1.6;3.1;0.500;12;30;0.6;1.6;4.7;11.7;0.400;0.467;1;6;0.1;0.3;0.4;2.3;0.167;0.443;56.7;16.7;26.7;0.20
WERNER Viktor;2022-23;Oroszlány;26;130;5.0;27;1.0;11.4;13;14;0.5;0.5;5.5;5.9;0.929;0;0;0.0;0.0;0.0;0.0;;13;14;0.5;0.5;5.5;5.9;0.929;0;0;0.0;0.0;0.0;0.0;;13;14;0.5;0.5;5.5;5.9;0.929;0.929;1;3;0.0;0.1;0.4;1.3;0.333;0.879;100.0;0.0;0.0;0.21
VERASZTÓ Péter;2022-23;Falco KC;18;126;7.0;36;2.0;15.4;6;9;0.3;0.5;2.6;3.9;0.667;0;2;0.0;0.1;0.0;0.9;0.000;6;11;0.3;0.6;2.6;4.7;0.545;7;14;0.4;0.8;3.0;6.0;0.500;13;25;0.7;1.4;5.6;10.7;0.520;0.660;3;5;0.2;0.3;1.3;2.1;0.600;0.661;36.0;8.0;56.0;0.20
SCHMERA Gergely;2023-24;Körmend;19;126;6.6;42;2.2;17.7;16;23;0.8;1.2;6.7;9.7;0.696;1;3;0.1;0.2;0.4;1.3;0.333;17;26;0.9;1.4;7.2;10.9;0.654;2;13;0.1;0.7;0.8;5.5;0.154;19;39;1.0;2.1;8.0;16.4;0.487;0.513;2;4;0.1;0.2;0.8;1.7;0.500;0.515;59.0;7.7;33.3;0.10
PERINGER Balázs;2024-25;Szolnok;23;124;5.4;38;1.7;16.4;17;26;0.7;1.1;7.4;11.2;0.654;0;0;0.0;0.0;0.0;0.0;;17;26;0.7;1.1;7.4;11.2;0.654;0;1;0.0;0.0;0.0;0.4;0.000;17;27;0.7;1.2;7.4;11.7;0.630;0.630;4;8;0.2;0.3;1.7;3.5;0.500;0.621;96.3;0.0;3.7;0.30
SITKU Márton;2024-25;ZTE;12;122;10.1;41;3.4;18.2;2;5;0.2;0.4;0.9;2.2;0.400;2;2;0.2;0.2;0.9;0.9;1.000;4;7;0.3;0.6;1.8;3.1;0.571;9;28;0.8;2.3;4.0;12.5;0.321;13;35;1.1;2.9;5.8;15.6;0.371;0.500;6;8;0.5;0.7;2.7;3.6;0.750;0.531;14.3;5.7;80.0;0.23
CSIZMADIA Attila;2024-25;ZTE;16;121;7.6;14;0.9;6.3;4;6;0.3;0.4;1.8;2.7;0.667;0;1;0.0;0.1;0.0;0.5;0.000;4;7;0.3;0.4;1.8;3.2;0.571;2;5;0.1;0.3;0.9;2.3;0.400;6;12;0.4;0.8;2.7;5.4;0.500;0.583;0;4;0.0;0.3;0.0;1.8;0.000;0.507;50.0;8.3;41.7;0.33
